Simpoints,Weight,FDIP_FTQ_OCCUPANCY_OPS_ACCUMULATED_val,FDIP_FTQ_OCCUPANCY_OPS_ACCUMULATED_w_val
2766,217.447,1313279185,285568618940.695
2298,16.1495,1005940239,16245431889.7305
2235,73.9095,4558580407,336922398591.1665
562,151.883,1261003598,191525009475.03403
2322,74.3347,1356386802,100826606010.6294
533,77.6496,2934834645,227888736250.39203
655,136.191,1871848963,254928982119.933
414,208.958,1584067269,331003528395.702
253,149.505,1821255389,272286786932.44498
853,129.616,4252154583,551147268430.128
907,262.418,1574396436,413149963942.248
1114,12.9007,2476212711,31944877320.797703
939,1055.11,1479382520,1560911290677.2
2606,11.2554,14909552743,167812979943.5622
2837,150.956,1689486666,255038149152.69598
1793,150.359,6263364849,941753275330.791
1046,85.9267,1650388068,141812400402.6156
554,46.3771,1242524263,57624671997.5773
1970,47.9169,19553520124,936944068429.6956

weighted_avg,NA,NA,7075335044233.039
weighted_%,NA,NA,1.0
weighted_total,7075335044233.039
