Simpoints,Weight,CBR_CORRECT_val,CBR_CORRECT_w_val,CBR_CORRECT_BTB_MISS_NT_NT_val,CBR_CORRECT_BTB_MISS_NT_NT_w_val,CBR_RECOVER_MISPREDICT_val,CBR_RECOVER_MISPREDICT_w_val,CBR_RECOVER_MISFETCH_val,CBR_RECOVER_MISFETCH_w_val,CBR_RECOVER_BTB_MISS_T_T_val,CBR_RECOVER_BTB_MISS_T_T_w_val,CBR_RECOVER_BTB_MISS_T_NT_val,CBR_RECOVER_BTB_MISS_T_NT_w_val,CBR_RECOVER_BTB_MISS_NT_T_val,CBR_RECOVER_BTB_MISS_NT_T_w_val
2766,217.447,1833846,398764311.162,490983,106762780.40100001,4766,1036352.402,0,0.0,364,79150.708,74,16091.078,37,8045.539
2298,16.1495,1086323,17543573.2885,128565,2076260.4675,539,8704.5805,0,0.0,0,0.0,0,0.0,0,0.0
2235,73.9095,1140940,84326304.92999999,320041,23654070.289499998,6876,508201.72199999995,0,0.0,8,591.276,30,2217.285,95,7021.402499999999
562,151.883,1534893,233124153.51900002,311994,47386584.702,17430,2647320.69,0,0.0,51,7746.033,208,31591.664,320,48602.560000000005
2322,74.3347,1484752,110368594.4944,352247,26184175.0709,2923,217280.32809999998,0,0.0,1,74.3347,11,817.6817,15,1115.0205
533,77.6496,1567356,121704566.45760001,310883,24139940.596800003,34023,2641872.3408000004,0,0.0,92,7143.7632,368,28575.0528,431,33466.977600000006
655,136.191,991771,135070284.261,508057,69192790.887,2232,303978.31200000003,0,0.0,3,408.573,12,1634.292,86,11712.426
414,208.958,1145348,239329627.384,456798,95451596.484,21643,4522477.994,0,0.0,2596,542454.968,3160,660307.28,3808,795712.064
253,149.505,1183526,176943054.63,553104,82691813.52,14875,2223886.875,0,0.0,219,32741.594999999998,116,17342.579999999998,19,2840.595
853,129.616,1334294,172945851.10400003,285344,36985147.90400001,22839,2960299.8240000005,0,0.0,8,1036.928,76,9850.816,68,8813.888
907,262.418,1254877,329302312.586,467872,122778034.496,57078,14978294.604,0,0.0,17,4461.106,305,80037.49,91,23880.038
1114,12.9007,4131427,53298300.2989,383787,4951120.9509000005,3672,47371.3704,1,12.9007,0,0.0,14,180.6098,5,64.5035
939,1055.11,862275,909794975.2499999,683351,721010473.6099999,38173,40276714.029999994,0,0.0,3859,4071669.4899999998,3435,3624302.8499999996,3788,3996756.6799999997
2606,11.2554,5689986,64043068.4244,386423,4349345.4342,3721,41881.3434,0,0.0,2,22.5108,28,315.1512,71,799.1333999999999
2837,150.956,1173440,177137808.64,449173,67805359.388,17792,2685809.152,1,150.956,160,24152.96,113,17058.028,52,7849.7119999999995
1793,150.359,1424015,214113471.38500002,333003,50069998.077,23722,3566816.1980000003,0,0.0,17,2556.103,93,13983.387,89,13381.951000000001
1046,85.9267,1137129,97709742.4443,608572,52292583.6724,8688,746531.1696,0,0.0,139,11943.8113,130,11170.471,174,14951.245799999999
554,46.3771,1267247,58771240.8437,146229,6781676.9558999995,19641,910892.6211,0,0.0,29,1344.9359,84,3895.6764,55,2550.7405
1970,47.9169,63318863,3034043626.4846997,426811,20451460.0059,680,32583.492,0,0.0,0,0.0,0,0.0,1,47.9169

weighted_avg,NA,NA,6628334867.5875,NA,1565015212.9129996,NA,80357269.04889998,NA,163.8567,NA,4787499.0959,NA,4519371.3929,NA,4977612.3937
weighted_%,NA,NA,0.7997516009373198,NA,0.18882923796425247,NA,0.009695625802351683,NA,1.97703738219554e-08,NA,0.0005776428232609134,NA,0.0005452914765028484,NA,0.0006005812259385624
weighted_total,8287991996.288599
