Simpoints,Weight,ICACHE_FIRST_MISS_AFTER_WARMUP_NO_PREF_DURING_WARMUP_val,ICACHE_FIRST_MISS_AFTER_WARMUP_NO_PREF_DURING_WARMUP_w_val,ICACHE_FIRST_MISS_AFTER_WARMUP_TRAINED_UNUSEFUL_DURING_WARMUP_val,ICACHE_FIRST_MISS_AFTER_WARMUP_TRAINED_UNUSEFUL_DURING_WARMUP_w_val,ICACHE_FIRST_MISS_AFTER_WARMUP_TRAINED_USEFUL_DURING_WARMUP_val,ICACHE_FIRST_MISS_AFTER_WARMUP_TRAINED_USEFUL_DURING_WARMUP_w_val
2766,217.447,0,0.0,0,0.0,4,869.788
2298,16.1495,0,0.0,0,0.0,0,0.0
2235,73.9095,0,0.0,0,0.0,0,0.0
562,151.883,0,0.0,0,0.0,34,5164.022
2322,74.3347,0,0.0,0,0.0,9,669.0123
533,77.6496,0,0.0,0,0.0,51,3960.1296
655,136.191,0,0.0,0,0.0,6,817.146
414,208.958,0,0.0,0,0.0,259,54120.122
253,149.505,0,0.0,0,0.0,5,747.525
853,129.616,0,0.0,0,0.0,4,518.464
907,262.418,0,0.0,0,0.0,3,787.254
1114,12.9007,0,0.0,0,0.0,0,0.0
939,1055.11,0,0.0,0,0.0,111,117117.20999999999
2606,11.2554,1,11.2554,0,0.0,3,33.7662
2837,150.956,0,0.0,0,0.0,2,301.912
1793,150.359,0,0.0,0,0.0,6,902.154
1046,85.9267,0,0.0,0,0.0,24,2062.2408
554,46.3771,0,0.0,0,0.0,3,139.1313
1970,47.9169,0,0.0,0,0.0,0,0.0

weighted_avg,NA,NA,11.2554,NA,0.0,NA,188209.87720000005
weighted_%,NA,NA,5.9798811347711535e-05,NA,0.0,NA,0.9999402011886523
weighted_total,188221.13260000004
