cf_type,addr,target,bpu_hit_uc_hit,bpu_hit_uc_miss,mispred_uc_hit,mispred_uc_miss,misfetch_uc_hit,misfetch_uc_miss,btb_miss_uc_hit,btb_miss_uc_miss,other_recovery_uc_hit,other_recovery_uc_miss,recover_redirect_extra_fetch_latency
2,1128069,1128f20,0,596,0,5,0,0,0,1,0,0,12
7,a21883,a23e58,0,155,0,0,0,0,0,0,0,0,0
5,a21cc8,a66290,0,155,0,0,0,0,0,1,0,0,2
5,a21d49,d397f0,0,155,0,0,0,0,0,1,0,0,2
7,a21514,a23e5d,0,155,0,0,0,0,0,0,0,0,0
7,130918e,7f8866,0,2408,0,0,0,0,0,0,0,0,0
2,a20e40,0,0,155,0,0,0,0,0,0,0,0,0
2,a20e10,0,0,155,0,0,0,0,0,0,0,0,0
2,a20e20,0,0,155,0,0,0,0,0,0,0,0,0
2,a20e64,0,0,1206,0,0,0,0,0,0,0,0,0
7,a21e31,a23e69,0,155,0,0,0,0,0,0,0,0,0
3,a20e74,11e06b0,0,1206,0,0,0,0,0,1,0,0,2
2,a20ec1,0,0,155,0,0,0,0,0,0,0,0,0
1,a20ec3,a20fb8,0,155,0,0,0,0,0,1,0,0,2
7,a2168b,a23e76,0,155,0,0,0,0,0,0,0,0,0
2,a20e9a,0,0,1206,0,0,0,0,0,0,0,0,0
2,a20ea7,a20e48,0,1206,0,54,0,0,0,1,0,0,110
1,11282ee,111d0b0,0,167,0,0,0,0,0,1,0,0,2
3,a2184c,130c490,0,155,0,0,0,0,0,1,0,0,2
2,a21c51,0,0,109,0,0,0,0,0,0,0,0,0
3,a21c13,792e80,0,201,0,0,0,0,0,1,0,0,2
1,a21c56,a21c65,0,109,0,0,0,0,0,1,0,0,2
2,a21c1a,a21e38,0,201,0,1,0,0,0,1,0,0,4
2,a21860,0,0,155,0,0,0,0,0,0,0,0,0
2,a21c63,a21cc8,0,251,0,39,0,0,0,2,0,0,82
3,a21c68,789460,0,664,0,0,0,0,0,1,0,0,2
2,a2187d,a21868,0,310,0,1,0,0,0,1,0,0,4
2,a218c5,0,0,155,0,0,0,0,0,0,0,0,0
4,1128086,11282e0,0,179,0,0,0,4,0,1,0,0,10
2,a214cc,0,0,155,0,0,0,0,0,0,0,0,0
2,a21cd0,a21d1c,0,155,0,0,0,0,0,1,0,0,2
2,a21c93,0,0,664,0,0,0,0,0,0,0,0,0
