Simpoints,Weight,ICACHE_EVICT_MISS_BY_FDIP_ONPATH_val,ICACHE_EVICT_MISS_BY_FDIP_ONPATH_w_val,ICACHE_EVICT_MISS_BY_FDIP_OFFPATH_val,ICACHE_EVICT_MISS_BY_FDIP_OFFPATH_w_val
4118,2431.67,6229,15146872.43,260491,633428149.97
1010,22.174,6126,135837.924,262236,5814821.064
1362,2347.06,6390,14997713.4,261073,612753995.38
5198,1186.62,6222,7383149.64,266338,316041997.55999994

weighted_avg,NA,NA,37663573.394,NA,1568038963.974
weighted_%,NA,NA,0.02345613369692779,NA,0.9765438663030722
weighted_total,1605702537.368
