Simpoints,Weight,ICACHE_MISS_MSHR_HIT_BY_FDIP_ONPATH_val,ICACHE_MISS_MSHR_HIT_BY_FDIP_ONPATH_w_val,ICACHE_MISS_MSHR_HIT_BY_FDIP_OFFPATH_val,ICACHE_MISS_MSHR_HIT_BY_FDIP_OFFPATH_w_val
4118,2431.67,65469,159199003.23000002,12444,30259701.48
1010,22.174,65511,1452640.9139999999,11997,266021.478
1362,2347.06,65430,153568135.79999998,12283,28828937.98
5198,1186.62,65117,77269134.53999999,11584,13745806.079999998

weighted_avg,NA,NA,391488914.48399997,NA,73100467.018
weighted_%,NA,NA,0.8426557516625349,NA,0.15734424833746513
weighted_total,464589381.502
