Simpoints,Weight,ICACHE_UNUSEFUL_CL_CYC_val,ICACHE_UNUSEFUL_CL_CYC_w_val
4118,2431.67,780138560,1897039532195.2
1010,22.174,887932957,19689025388.517998
1362,2347.06,778568472,1827346917892.32
5198,1186.62,789648456,937012650858.72

weighted_avg,NA,NA,4681088126334.758
weighted_%,NA,NA,1.0
weighted_total,4681088126334.758
