Simpoints,Weight,ICACHE_HIT_BY_FDIP_ONPATH_val,ICACHE_HIT_BY_FDIP_ONPATH_w_val,ICACHE_HIT_BY_FDIP_OFFPATH_val,ICACHE_HIT_BY_FDIP_OFFPATH_w_val
49,53.1722,384300,20434076.459999997,167444,8903365.8568
1172,4605.89,451778,2080839772.42,187814,865050624.46

weighted_avg,NA,NA,2101273848.88,NA,873953990.3168
weighted_%,NA,NA,0.7062564490682048,NA,0.2937435509317951
weighted_total,2975227839.1968
