Simpoints,Weight,INST_LOST_WAIT_FOR_ICACHE_MISS_val,INST_LOST_WAIT_FOR_ICACHE_MISS_w_val
49,53.1722,4228225,224824025.345
1172,4605.89,4400270,20267159590.300003

weighted_avg,NA,NA,20491983615.645004
weighted_%,NA,NA,1.0
weighted_total,20491983615.645004
