Simpoints,Weight,ICACHE_UNUSEFUL_CL_val,ICACHE_UNUSEFUL_CL_w_val
49,53.1722,230877,12276238.019399999
1172,4605.89,274211,1262985702.7900002

weighted_avg,NA,NA,1275261940.8094
weighted_%,NA,NA,1.0
weighted_total,1275261940.8094
