Simpoints,Weight,NODE_CYCLE_val,NODE_CYCLE_w_val
49,53.1722,4660689,247819087.6458
1172,4605.89,4517790,20808443783.100002

weighted_avg,NA,NA,21056262870.745804
weighted_%,NA,NA,1.0
weighted_total,21056262870.745804
