Simpoints,Weight,FDIP_FTQ_OCCUPANCY_OPS_ACCUMULATED_val,FDIP_FTQ_OCCUPANCY_OPS_ACCUMULATED_w_val
49,53.1722,812105289,43181424847.7658
1172,4605.89,757809903,3490389054128.6704

weighted_avg,NA,NA,3533570478976.436
weighted_%,NA,NA,1.0
weighted_total,3533570478976.436
