cf_type,addr,target,bpu_hit_uc_hit,bpu_hit_uc_miss,mispred_uc_hit,mispred_uc_miss,misfetch_uc_hit,misfetch_uc_miss,btb_miss_uc_hit,btb_miss_uc_miss,other_recovery_uc_hit,other_recovery_uc_miss,recover_redirect_extra_fetch_latency
3,1180041,718520,0,728,0,0,0,0,0,2,0,0,4
2,11a0400,11a040f,0,5,0,0,0,0,0,1,0,0,2
3,aa0c01,bba990,0,5,0,0,0,0,0,1,0,0,2
2,1220440,121fd30,0,31,0,1,0,0,0,1,0,0,4
3,808841,1171c90,0,10,0,0,0,0,0,1,0,0,2
3,b80042,b7fac0,0,76,0,0,0,0,0,1,0,0,2
3,800c44,0,0,1,0,0,0,0,0,1,0,0,2
2,808445,0,0,5,0,0,0,0,0,1,0,0,2
3,ba0806,5d35a0,0,1,0,0,0,0,0,1,0,0,2
3,11a0c46,0,0,1,0,0,0,0,0,1,0,0,2
1,1180046,117fe6f,0,728,0,0,0,0,0,2,0,0,4
1,808807,80881d,0,1,0,0,0,0,0,1,0,0,2
2,aa0c08,aa0b40,0,5,0,0,0,0,0,5,0,0,10
2,1180009,11801f0,0,40,0,0,0,0,0,1,0,0,2
3,aa0409,bbb870,0,15,0,0,0,0,0,1,0,0,2
3,ba0849,0,0,1,0,0,0,0,0,1,0,0,2
2,800409,80042c,0,1,0,0,0,0,0,1,0,0,2
2,b8004a,b80064,0,76,0,4,0,0,0,1,0,0,10
2,122044b,0,0,1,0,0,0,0,0,1,0,0,2
2,80044b,80046a,0,1,0,0,0,0,0,1,0,0,2
2,b8000c,b80018,0,125,0,1,0,0,0,4,0,0,10
3,80844d,7b9230,0,5,0,0,0,0,0,1,0,0,2
2,122004f,1220420,0,164,0,1,0,0,0,1,0,0,4
2,800c4e,0,0,1,0,0,0,0,0,1,0,0,2
3,ba0810,1181710,0,1,0,0,0,0,0,1,0,0,2
3,1220011,121d050,0,18,0,0,0,0,0,1,0,0,2
2,b80012,b80179,0,100,0,0,0,0,0,1,0,0,2
2,aa0412,aa03d8,0,15,0,1,0,0,0,1,0,0,4
3,11a0415,119fde0,0,15,0,0,0,0,0,1,0,0,2
1,800c54,800ba9,0,1,0,0,0,0,0,0,0,0,0
3,800816,0,0,1,0,0,0,0,0,1,0,0,2
3,1180017,688f40,0,594,0,0,0,0,0,4,0,0,8
7,12a9816,75a1d3,0,1,0,0,0,0,0,0,0,0,0
2,808817,8088f6,0,3,0,0,0,0,0,1,0,0,2
7,809818,5d3726,0,13,0,0,0,0,0,0,0,0,0
