cf_type,addr,target,bpu_hit_uc_hit,bpu_hit_uc_miss,mispred_uc_hit,mispred_uc_miss,misfetch_uc_hit,misfetch_uc_miss,btb_miss_uc_hit,btb_miss_uc_miss,other_recovery_uc_hit,other_recovery_uc_miss,recover_redirect_extra_fetch_latency
7,80979d,ca85a2,0,49,0,0,0,0,0,0,0,0,0
7,12a9bf9,705715,0,41,0,0,0,0,0,0,0,0,0
1,12a9c03,12a9bd7,0,42,0,0,0,0,0,1,0,0,2
3,809789,67efe0,0,49,0,0,0,0,0,1,0,0,2
2,12a9bd2,12a9c00,0,205,0,27,0,0,0,1,0,0,56
3,809796,578570,0,49,0,0,0,0,0,1,0,0,2
2,12a9bda,12a9bb8,0,246,0,11,0,0,0,1,0,0,24
2,12a9bec,0,0,41,0,0,0,0,0,0,0,0,0
1,12a9bb0,12a9bd7,0,41,0,0,0,0,0,1,0,0,2
2,130c44d,0,0,156,0,0,0,0,0,4,0,0,8
2,130c458,0,0,156,0,0,0,0,0,0,0,0,0
3,130c460,577e90,0,156,0,0,0,0,0,24,0,0,48
2,130c468,0,0,156,0,0,0,0,0,2,0,0,4
1,130c4c0,130c4ae,0,458,0,0,0,0,0,1,0,0,2
2,130c4a4,130c4b8,0,1017,0,8,0,0,0,1,0,0,18
3,130c4a9,579750,0,559,0,0,0,0,0,1,0,0,2
2,130c4b1,0,0,1017,0,0,0,0,0,1,0,0,2
3,130c4bb,5791a0,0,458,0,0,0,0,0,1,0,0,2
7,130c470,67f105,0,156,0,0,0,0,0,0,0,0,0
7,130c4b4,cd076e,0,1017,0,0,0,0,0,0,0,0,0
7,12a78da,ccf675,0,450,0,0,0,0,0,0,0,0,0
7,12a78ee,cd05a7,0,109,0,0,0,0,0,0,0,0,0
2,12a78c7,0,0,559,0,0,0,0,0,0,0,0,0
2,12a78cc,12a78e0,0,559,0,41,0,0,0,1,0,0,84
2,12a78ba,0,0,559,0,0,0,0,0,0,0,0,0
1,a18048,a18036,0,8526,0,0,0,0,0,1,0,0,2
2,a18809,0,0,1,0,0,0,0,0,0,0,0,0
2,a18827,a187c1,0,1,0,0,0,0,0,1,0,0,2
3,a1806d,a17ef0,0,5116,0,0,0,0,0,1,0,0,2
3,a18077,a17ef0,0,5116,0,0,0,0,0,1,0,0,2
1,a185d1,0,0,1,0,0,0,0,0,1,0,0,2
2,a185b6,0,0,1,0,0,0,0,0,0,0,0,0
2,a18245,0,0,1,0,0,0,0,0,0,0,0,0
2,a18272,0,0,1,0,0,0,0,0,0,0,0,0
2,a18284,0,0,1,0,0,0,0,0,1,0,0,2
2,a182ce,0,0,1,0,0,0,0,0,1,0,0,2
2,a187c4,0,0,1,0,0,0,0,0,0,0,0,0
2,a187c9,a187d5,0,1,0,0,0,0,0,1,0,0,2
2,a1878a,0,0,1,0,0,0,0,0,0,0,0,0
2,a187a2,a187b2,0,1,0,0,0,0,0,1,0,0,2
3,a187e5,0,0,1,0,0,0,0,0,1,0,0,2
2,a187ef,0,0,1,0,0,0,0,0,0,0,0,0
2,a187ba,a18820,0,1,0,0,0,0,0,1,0,0,2
2,a187fa,0,0,1,0,0,0,0,0,0,0,0,0
5,a18801,0,0,1,0,0,0,0,0,1,0,0,2
7,a18005,a18072,0,650,0,0,0,0,0,0,0,0,0
7,a18819,a52129,0,1,0,0,0,0,0,0,0,0,0
7,a18422,a187ea,0,1,0,0,0,0,0,0,0,0,0
7,a1802d,a18072,0,833,0,0,0,0,0,0,0,0,0
7,a18039,a1807c,0,8526,0,0,0,0,0,0,0,0,0
7,a18087,a4d523,0,5116,0,0,0,0,0,0,0,0,0
5,a1879a,d19ec0,0,1,0,0,0,0,0,1,0,0,2
3,a12807,67efe0,0,726,0,0,0,0,0,1,0,0,2
3,a12815,5789b0,0,726,0,0,0,0,0,1,0,0,2
2,a12821,a12830,0,726,0,0,0,0,0,1,0,0,2
7,a1b084,ccdb5a,0,1895,0,0,0,0,0,0,0,0,0
2,a12cd7,a12f90,0,6712,0,3,0,0,0,1,0,0,8
2,a12ceb,0,0,6569,0,0,0,0,0,1,0,0,2
2,a12cf3,0,0,6569,0,0,0,0,0,1,0,0,2
2,a12cfe,a12d41,0,6569,0,17,0,0,0,1,0,0,36
2,a12d09,0,0,2325,0,0,0,0,0,0,0,0,0
2,a12d0f,a12da0,0,2325,0,10,0,0,0,1,0,0,22
2,a12d54,0,0,980,0,0,0,0,0,0,0,0,0
2,a12d19,a12d50,0,1824,0,3,0,0,0,1,0,0,8
2,a12d5e,a12d78,0,980,0,1,0,0,0,1,0,0,4
2,a12d1e,0,0,844,0,0,0,0,0,0,0,0,0
2,a12d28,0,0,844,0,0,0,0,0,0,0,0,0
2,a12d7c,0,0,980,0,0,0,0,0,0,0,0,0
2,a12dc2,0,0,501,0,0,0,0,0,0,0,0,0
3,a125c3,67efe0,0,96,0,0,0,0,0,1,0,0,2
2,a12d92,a12dd3,0,980,0,0,0,0,0,1,0,0,2
3,a125d5,578570,0,96,0,0,0,0,0,1,0,0,2
1,a12ddc,a12e15,0,1481,0,0,0,0,0,1,0,0,2
2,a12da7,a12f78,0,501,0,8,0,0,0,1,0,0,18
2,a12db9,a12f60,0,501,0,0,0,0,0,1,0,0,2
2,a12e25,0,0,2006,0,0,0,0,0,0,0,0,0
2,a12e73,0,0,525,0,0,0,0,0,0,0,0,0
1,a12e83,a12e20,0,525,0,0,0,0,0,1,0,0,2
1,a126c6,a12680,0,9812,0,0,0,0,0,1,0,0,2
3,a126a0,67efe0,0,9812,0,0,0,0,0,1,0,0,2
3,a12f2a,a12cd0,0,1505,0,0,0,0,0,1,0,0,2
1,a12f6f,a12dbf,0,39,0,0,0,0,0,1,0,0,2
2,a12f31,a12e70,0,1505,0,0,0,0,0,1,0,0,2
1,a12f37,a12d41,0,1481,0,0,0,0,0,1,0,0,2
1,a12f8a,a12dad,0,39,0,0,0,0,0,1,0,0,2
2,a127d5,0,0,726,0,0,0,0,0,0,0,0,0
2,a127f1,0,0,726,0,0,0,0,0,0,0,0,0
2,a1b04c,0,0,1895,0,0,0,0,0,0,0,0,0
2,a1b05c,a1b080,0,1895,0,2,0,0,0,1,0,0,6
7,a1283f,702dfd,0,726,0,0,0,0,0,0,0,0,0
7,a12d4b,78538b,0,6569,0,0,0,0,0,0,0,0,0
4,a12d2d,a12d41,0,844,0,0,0,0,0,1,0,0,2
7,a125e5,cdb466,0,96,0,0,0,0,0,0,0,0,0
4,a12e2e,a12f20,0,2006,0,0,0,83,0,1,0,0,168
7,a126b6,7853ba,0,9812,0,0,0,0,0,0,0,0,0
7,a12f95,68353d,0,143,0,0,0,0,0,0,0,0,0
2,a1c849,a1c878,0,290,0,0,0,0,0,1,0,0,2
2,a1c84d,a1c838,0,290,0,0,0,0,0,1,0,0,2
2,a1c80f,0,0,290,0,0,0,0,0,0,0,0,0
4,a15c14,a15d70,0,4657,0,0,0,278,0,1,0,0,558
