cf_type,addr,target,bpu_hit_uc_hit,bpu_hit_uc_miss,mispred_uc_hit,mispred_uc_miss,misfetch_uc_hit,misfetch_uc_miss,btb_miss_uc_hit,btb_miss_uc_miss,other_recovery_uc_hit,other_recovery_uc_miss,recover_redirect_extra_fetch_latency
3,11802cc,578fc0,0,1,0,0,0,0,0,1,0,0,2
3,11802d6,688520,0,1,0,0,0,0,0,1,0,0,2
3,11802e0,688520,0,1,0,0,0,0,0,1,0,0,2
1,1180723,70d380,0,1,0,0,0,0,0,1,0,0,2
7,11802eb,1180719,0,1,0,0,0,0,0,0,0,0,0
2,130acd5,130ace3,0,2,0,1,0,0,0,1,0,0,4
2,130ace6,130acf0,0,2,0,0,0,0,0,1,0,0,2
3,130acf7,130ab30,0,2,0,0,0,0,0,1,0,0,2
2,130ad03,0,0,2,0,0,0,0,0,0,0,0,0
2,130ad08,0,0,2,0,0,0,0,0,0,0,0,0
2,130ab38,130ab40,0,2,0,0,0,0,0,1,0,0,2
7,130ad12,11802e5,0,2,0,0,0,0,0,0,0,0,0
4,130ab43,12b9710,0,2,0,0,0,0,0,1,0,0,2
3,130c424,5791a0,0,4,0,0,0,0,0,1,0,0,2
2,130c42c,0,0,4,0,0,0,0,0,1,0,0,2
1,130c4c0,130c4ae,0,2,0,0,0,0,0,1,0,0,2
2,130c4a4,130c4b8,0,2,0,0,0,0,0,1,0,0,2
2,130c4b1,0,0,2,0,0,0,0,0,0,0,0,0
3,130c4bb,5791a0,0,2,0,0,0,0,0,1,0,0,2
7,130c42f,12b5e3e,0,4,0,0,0,0,0,0,0,0,0
7,130c4b4,70dc5a,0,2,0,0,0,0,0,0,0,0,0
2,a18870,a1887b,0,34170,0,0,0,0,0,1,0,0,2
2,a18883,a188d0,0,34170,0,45,0,0,0,1,0,0,92
2,a18889,0,0,30264,0,0,0,0,0,2,0,0,4
2,a18898,a1889e,0,30264,0,0,0,0,0,1,0,0,2
2,a188d9,a18a10,0,3906,0,3,0,0,0,1,0,0,8
2,a188a2,0,0,30264,0,0,0,0,0,0,0,0,0
2,a188e5,0,0,3753,0,0,0,0,0,0,0,0,0
2,a188ec,a188af,0,3753,0,0,0,0,0,1,0,0,2
2,a188ad,0,0,30264,0,0,0,0,0,1,0,0,2
2,a188b5,a188c2,0,34017,0,132,0,0,0,1,0,0,266
2,a188bc,a189b0,0,11214,0,2,0,0,0,1,0,0,6
1,a189be,a188c2,0,7466,0,0,0,0,0,1,0,0,2
3,a18a16,a12cd0,0,153,0,0,0,0,0,1,0,0,2
2,a18a1d,a188c2,0,153,0,0,0,0,0,1,0,0,2
2,a18ac5,a18ab8,0,39578,0,40,0,0,0,1,0,0,82
2,a18a9b,0,0,35335,0,0,0,0,0,0,0,0,0
2,a18ae2,a18aec,0,34558,0,1,0,0,0,1,0,0,4
2,a18aa7,0,0,35335,0,0,0,0,0,0,0,0,0
2,a18ab0,a18ac1,0,35335,0,405,0,0,0,1,0,0,812
2,a18af0,a18b58,0,34558,0,117,0,0,0,1,0,0,236
1,a18ab2,a18ad0,0,10846,0,0,0,0,0,0,0,0,0
2,a18af6,a18b10,0,34558,0,13,0,0,0,1,0,0,28
2,a18abf,a18ad0,0,38801,0,456,0,0,0,1,0,0,914
2,a18b41,a18af8,0,3632,0,0,0,0,0,1,0,0,2
2,a18b18,0,0,3632,0,0,0,0,0,0,0,0,0
3,a18b5b,a18850,0,30538,0,0,0,0,0,1,0,0,2
2,a18b62,0,0,30538,0,0,0,0,0,4,0,0,8
1,a18b68,a18af2,0,30538,0,0,0,0,0,1,0,0,2
2,a18b32,0,0,3632,0,0,0,0,0,0,0,0,0
7,12b9733,130acfc,0,2,0,0,0,0,0,0,0,0,0
2,a18b38,0,0,3632,0,0,0,0,0,0,0,0,0
3,a18b3a,a18850,0,3632,0,0,0,0,0,1,0,0,2
7,a188cc,a18b60,0,34170,0,0,0,0,0,0,0,0,0
7,a18ac9,117e54f,0,777,0,0,0,0,0,0,0,0,0
7,a18b00,117e54f,0,34558,0,0,0,0,0,0,0,0,0
2,12b9720,0,0,2,0,0,0,0,0,0,0,0,0
2,a12cd7,0,0,306,0,0,0,0,0,0,0,0,0
2,a12ceb,0,0,306,0,0,0,0,0,0,0,0,0
2,a12cf3,0,0,306,0,0,0,0,0,0,0,0,0
2,a12cfe,a12d41,0,306,0,1,0,0,0,1,0,0,4
2,a12d09,0,0,153,0,0,0,0,0,0,0,0,0
2,a12d0f,a12da0,0,153,0,0,0,0,0,1,0,0,2
2,a12dc2,0,0,153,0,0,0,0,0,0,0,0,0
1,a12ddc,a12e15,0,153,0,0,0,0,0,1,0,0,2
2,a12da7,0,0,153,0,0,0,0,0,0,0,0,0
2,a12db9,0,0,153,0,0,0,0,0,0,0,0,0
2,a12e25,0,0,306,0,0,0,0,0,0,0,0,0
2,a12e73,0,0,153,0,0,0,0,0,0,0,0,0
1,a12e83,a12e20,0,153,0,0,0,0,0,1,0,0,2
3,a12f2a,a12cd0,0,153,0,0,0,0,0,1,0,0,2
2,a12f31,0,0,153,0,0,0,0,0,0,0,0,0
1,a12f37,a12d41,0,153,0,0,0,0,0,1,0,0,2
7,a12d4b,a18a1b,0,306,0,0,0,0,0,0,0,0,0
4,a12e2e,a12f20,0,306,0,0,0,3,0,1,0,0,8
7,12b5e49,70dae0,0,2,0,0,0,0,0,0,0,0,0
7,a15e27,6d76a5,0,1,0,0,0,0,0,0,0,0,0
2,a15dfe,0,0,1,0,0,0,0,0,0,0,0,0
2,a15e07,0,0,1,0,0,0,0,0,1,0,0,2
3,12b5e39,130c410,0,2,0,0,0,0,0,1,0,0,2
2,a15e3b,0,0,1,0,0,0,0,0,0,0,0,0
1,a15e3d,0,0,1,0,0,0,0,0,1,0,0,2
2,a16a8e,0,0,1,0,0,0,0,0,0,0,0,0
2,a16aac,a16ae7,0,1,0,0,0,0,0,1,0,0,2
1,12b6384,578570,0,2,0,0,0,0,0,1,0,0,2
7,a16ae8,117e600,0,1,0,0,0,0,0,0,0,0,0
2,117e4ea,0,0,6593,0,0,0,0,0,0,0,0,0
2,117e500,117e539,0,6593,0,0,0,0,0,1,0,0,2
2,117e545,117e510,0,61644,0,523,0,0,0,1,0,0,1048
2,117e505,117e539,0,6592,0,0,0,0,0,1,0,0,2
3,117e54a,a18a90,0,35335,0,0,0,0,0,1,0,0,2
2,117e551,117e6a0,0,35335,0,0,0,0,0,1,0,0,2
2,117e513,117e650,0,61645,0,0,0,0,0,1,0,0,2
2,117e52b,117e536,0,61644,0,1,0,0,0,4,0,0,10
2,117e530,117e650,0,61623,0,382,0,0,0,1,0,0,766
2,117e5c0,117e5d8,0,1,0,0,0,0,0,1,0,0,2
3,117e5a4,70c680,0,1,0,0,0,0,0,1,0,0,2
2,117e5ab,0,0,1,0,0,0,0,0,0,0,0,0
2,117e5f1,0,0,1,0,0,0,0,0,0,0,0,0
3,117e5fb,a16a80,0,1,0,0,0,0,0,1,0,0,2
2,117e607,0,0,1,0,0,0,0,0,0,0,0,0
2,117e60c,117e6c8,0,1,0,0,0,0,0,1,0,0,2
2,117e662,117e4e0,0,6594,0,1,0,0,0,1,0,0,4
2,117e66b,117e70c,0,1,0,0,0,0,0,1,0,0,2
1,117e6c0,117e510,0,35334,0,0,0,0,0,1,0,0,2
3,117e6cb,6daf40,0,1,0,0,0,0,0,1,0,0,2
1,117e6d3,0,0,1,0,0,0,0,0,1,0,0,2
2,117e6ba,117e59c,0,35335,0,1,0,0,0,1,0,0,4
7,117fbf8,11802c5,0,1,0,0,0,0,0,0,0,0,0
7,117e71a,117fbc9,0,1,0,0,0,0,0,0,0,0,0
3,117fbce,0,0,1,0,0,0,0,0,1,0,0,2
3,117fbd8,6886a0,0,1,0,0,0,0,0,1,0,0,2
3,117fbe2,0,0,1,0,0,0,0,0,1,0,0,2
2,688c42,688c58,0,512,0,70,0,0,0,1,0,0,142
2,68844b,6884a0,0,21849,0,93,0,0,0,1,0,0,188
2,688c51,688c40,0,574,0,5,0,0,0,1,0,0,12
2,688c13,688c69,0,33501,0,96,0,0,0,1,0,0,194
2,688454,688490,0,20548,0,1,0,0,0,1,0,0,4
2,688c19,688bd1,0,32227,0,1334,0,0,0,1,0,0,2670
2,688c22,688c2a,0,4817,0,69,0,0,0,1,0,0,140
2,688c63,688bd1,0,3955,0,141,0,0,0,1,0,0,284
2,688c28,688c69,0,2036,0,27,0,0,0,1,0,0,56
2,688c2c,688d08,0,3955,0,184,0,0,0,1,0,0,370
2,688c70,0,0,3221,0,0,0,0,0,1,0,0,2
1,688834,688725,0,1228,0,0,0,0,0,1,0,0,2
2,688c36,688d68,0,1675,0,53,0,0,0,1,0,0,108
2,688c7c,0,0,3221,0,0,0,0,0,1,0,0,2
1,688c3c,688c44,0,211,0,0,0,0,0,1,0,0,2
2,688cc2,688ec0,0,3221,0,4,0,0,0,1,0,0,10
2,688c8c,688ee0,0,3221,0,247,0,0,0,1,0,0,496
2,688cce,688d29,0,1947,0,106,0,0,0,1,0,0,214
1,688cd0,688ce1,0,1090,0,0,0,0,0,1,0,0,2
1,688493,6882d0,0,20548,0,0,0,0,0,1,0,0,2
2,688cdb,688ef0,0,608,0,0,0,0,0,1,0,0,2
2,688ceb,688cd8,0,1090,0,8,0,0,0,1,0,0,18
7,6894ab,711f33,0,1184,0,0,0,0,0,0,0,0,0
2,688cb7,0,0,3221,0,0,0,0,0,1,0,0,2
2,6888f9,6889e8,0,10467,0,2,0,0,0,1,0,0,6
1,688cfc,688d3e,0,1090,0,0,0,0,0,1,0,0,2
2,688d02,688c58,0,14974,0,548,0,0,0,1,0,0,1098
2,688143,688290,0,65239,0,9032,0,0,0,1,0,0,18066
2,688944,688958,0,10021,0,341,0,0,0,1,0,0,684
1,688546,130acc0,0,2,0,0,0,0,0,1,0,0,2
2,688d14,688d00,0,16036,0,118,0,0,0,2,0,0,240
1,688d16,688c58,0,1062,0,0,0,0,0,0,0,0,0
2,688160,6881f0,0,65239,0,52,0,0,0,1,0,0,106
2,688d62,688c5b,0,2431,0,161,0,0,0,1,0,0,324
2,688d23,688f00,0,40,0,0,0,0,0,1,0,0,2
2,688968,688949,0,7018,0,211,0,0,0,1,0,0,424
2,68812a,0,0,65239,0,0,0,0,0,13,0,0,26
2,68852b,0,0,2,0,0,0,0,0,0,0,0,0
2,68816f,688175,0,56222,0,16,0,0,0,1,0,0,34
2,688d32,688d20,0,857,0,2,0,0,0,1,0,0,6
2,688972,688949,0,391,0,33,0,0,0,1,0,0,68
2,688d74,688d60,0,2487,0,40,0,0,0,1,0,0,82
1,688d76,688c5b,0,56,0,0,0,0,0,0,0,0,0
2,688137,0,0,65239,0,0,0,0,0,8,0,0,16
2,688980,0,0,235,0,0,0,0,0,0,0,0,0
2,6889c7,0,0,235,0,0,0,0,0,0,0,0,0
2,688990,688995,0,235,0,9,0,0,0,1,0,0,20
2,688998,68899e,0,235,0,7,0,0,0,1,0,0,16
2,68859b,0,0,4,0,0,0,0,0,0,0,0,0
1,6889dd,688949,0,235,0,0,0,0,0,1,0,0,2
2,6889a1,688b48,0,235,0,2,0,0,0,2,0,0,8
2,6889eb,688946,0,10467,0,24,0,0,0,1,0,0,50
2,6889ab,688b30,0,235,0,0,0,0,0,1,0,0,2
2,6889f5,688926,0,10433,0,173,0,0,0,1,0,0,348
2,6881f6,6882a0,0,9017,0,3,0,0,0,1,0,0,8
2,688a02,688a70,0,1193,0,11,0,0,0,1,0,0,24
2,688a42,688a28,0,347,0,10,0,0,0,1,0,0,22
2,688a06,688a44,0,1189,0,63,0,0,0,1,0,0,128
2,688207,68820d,0,9017,0,1,0,0,0,1,0,0,4
2,688a0c,688a5c,0,796,0,51,0,0,0,1,0,0,104
1,688a0e,688a14,0,545,0,0,0,0,0,1,0,0,2
2,688a50,688a40,0,626,0,81,0,0,0,1,0,0,164
