Simpoints,Weight,ICACHE_UNUSEFUL_CL_val,ICACHE_UNUSEFUL_CL_w_val
4118,2431.67,111896,272094146.32
1010,22.174,117441,2604136.734
1362,2347.06,113656,266757451.35999998
5198,1186.62,114125,135423007.5

weighted_avg,NA,NA,676878741.914
weighted_%,NA,NA,1.0
weighted_total,676878741.914
