Simpoints,Weight,INST_LOST_WAIT_FOR_ICACHE_MISS_val,INST_LOST_WAIT_FOR_ICACHE_MISS_w_val
4118,2431.67,10860000,26407936200.0
1010,22.174,11143580,247097742.92
1362,2347.06,10747010,25223877290.6
5198,1186.62,10669065,12660125910.3

weighted_avg,NA,NA,64539037143.81999
weighted_%,NA,NA,1.0
weighted_total,64539037143.81999
