Simpoints,Weight,ICACHE_HIT_val,ICACHE_HIT_w_val,ICACHE_MISS_val,ICACHE_MISS_w_val
4118,2431.67,1710930,4160417153.1,144478,351322818.26
1010,22.174,1717518,38084244.132,145839,3233833.986
1362,2347.06,1711463,4016906348.7799997,146264,343290383.84
5198,1186.62,1703224,2021079662.8799999,143949,170812762.38

weighted_avg,NA,NA,10236487408.891998,NA,868659798.466
weighted_%,NA,NA,0.9217786327145265,NA,0.07822136728547346
weighted_total,11105147207.357998
