Simpoints,Weight,FDIP_SENIORITY_FTQ_ACCUMULATED_val,FDIP_SENIORITY_FTQ_ACCUMULATED_w_val
4118,2431.67,14291409342,34751991354661.14
1010,22.174,13568408385,300865887528.99
1362,2347.06,14266927944,33485335900244.64
5198,1186.62,14269943207,16933000008290.338

weighted_avg,NA,NA,85471193150725.11
weighted_%,NA,NA,1.0
weighted_total,85471193150725.11
