Simpoints,Weight,ICACHE_EVICT_MISS_ONPATH_BY_FDIP_val,ICACHE_EVICT_MISS_ONPATH_BY_FDIP_w_val,ICACHE_EVICT_MISS_OFFPATH_BY_FDIP_val,ICACHE_EVICT_MISS_OFFPATH_BY_FDIP_w_val
4118,2431.67,84337,205079752.79,8989,21858281.63
1010,22.174,89307,1980293.418,10004,221828.696
1362,2347.06,84950,199382747.0,9983,23430699.98
5198,1186.62,87079,103329682.97999999,8516,10105255.92

weighted_avg,NA,NA,509772476.18799996,NA,55616066.225999996
weighted_%,NA,NA,0.9016321307316559,NA,0.09836786926834415
weighted_total,565388542.4139999
