Simpoints,Weight,FDIP_PREFETCH_HIT_ICACHE_val,FDIP_PREFETCH_HIT_ICACHE_w_val,FDIP_PREFETCH_HIT_MLC_val,FDIP_PREFETCH_HIT_MLC_w_val,FDIP_PREFETCH_HIT_L1_val,FDIP_PREFETCH_HIT_L1_w_val,FDIP_PREFETCH_HIT_DRAM_val,FDIP_PREFETCH_HIT_DRAM_w_val
4118,2431.67,3118414,7582953771.38,641700,1560402639.0,80492,195729981.64000002,0,0.0
1010,22.174,3131220,69431672.28,642330,14243025.42,89552,1985726.048,1034,22927.916
1362,2347.06,3111089,7301912548.34,644334,1512290558.04,83820,196730569.2,0,0.0
5198,1186.62,3098838,3677143147.5599995,641413,761113494.06,80360,95356783.19999999,13,15426.059999999998

weighted_avg,NA,NA,18631441139.559998,NA,3848049716.52,NA,489803060.088,NA,38353.975999999995
weighted_%,NA,NA,0.8111442213658739,NA,0.16752989034521357,NA,0.02132421849827371,NA,1.6697906386183137e-06
weighted_total,22969332270.144
