Simpoints,Weight,ICACHE_MISS_MSHR_HIT_ONPATH_BY_FDIP_val,ICACHE_MISS_MSHR_HIT_ONPATH_BY_FDIP_w_val,ICACHE_MISS_MSHR_HIT_OFFPATH_BY_FDIP_val,ICACHE_MISS_MSHR_HIT_OFFPATH_BY_FDIP_w_val
4118,2431.67,119822,291367562.74,9539,23195700.13
1010,22.174,120876,2680304.424,10057,223003.918
1362,2347.06,120520,282867671.2,10478,24592494.68
5198,1186.62,119467,141761931.54,9542,11322728.04

weighted_avg,NA,NA,718677469.904,NA,59333926.768
weighted_%,NA,NA,0.9237364297980657,NA,0.07626357020193426
weighted_total,778011396.672
