Simpoints,Weight,ICACHE_FILL_CORRECT_REQ_CYCLE_DELTA_BY_ON_FDIP_HIT_BY_DEMAND_LOAD_val,ICACHE_FILL_CORRECT_REQ_CYCLE_DELTA_BY_ON_FDIP_HIT_BY_DEMAND_LOAD_w_val,ICACHE_FILL_CORRECT_REQ_CYCLE_DELTA_BY_OFF_FDIP_HIT_BY_DEMAND_LOAD_val,ICACHE_FILL_CORRECT_REQ_CYCLE_DELTA_BY_OFF_FDIP_HIT_BY_DEMAND_LOAD_w_val
4118,2431.67,1923151,4676468592.17,0,0.0
1010,22.174,1947973,43194353.302,0,0.0
1362,2347.06,1892369,4441503585.14,0,0.0
5198,1186.62,1883269,2234724660.7799997,0,0.0

weighted_avg,NA,NA,11395891191.391998,NA,0.0
weighted_%,NA,NA,1.0,NA,0.0
weighted_total,11395891191.391998
