cf_type,addr,target,bpu_hit_uc_hit,bpu_hit_uc_miss,mispred_uc_hit,mispred_uc_miss,misfetch_uc_hit,misfetch_uc_miss,btb_miss_uc_hit,btb_miss_uc_miss,other_recovery_uc_hit,other_recovery_uc_miss,recover_redirect_extra_fetch_latency
7,12a9bf9,8fdd0b,0,33,0,0,0,0,0,0,0,0,0
2,12a9bd2,0,0,165,0,0,0,0,0,0,0,0,0
2,12a9bda,12a9bb8,0,198,0,3,0,0,0,1,0,0,8
2,12a9bec,0,0,33,0,0,0,0,0,0,0,0,0
1,12a9bb0,12a9bd7,0,33,0,0,0,0,0,1,0,0,2
2,130c44d,0,0,99,0,0,0,0,0,0,0,0,0
2,130c458,0,0,99,0,0,0,0,0,0,0,0,0
3,130c460,577e90,0,99,0,0,0,0,0,1,0,0,2
3,130c424,5791a0,0,330,0,0,0,0,0,1,0,0,2
2,130c468,0,0,99,0,0,0,0,0,1,0,0,2
2,130c42c,0,0,330,0,0,0,0,0,0,0,0,0
1,130c4c0,130c4ae,0,166,0,0,0,0,0,1,0,0,2
2,804ce2,0,0,507,0,0,0,0,0,0,0,0,0
2,130c4a4,130c4b8,0,166,0,0,0,0,0,1,0,0,2
2,130c4b1,0,0,166,0,0,0,0,0,0,0,0,0
1,130c8f4,578fc0,0,33,0,0,0,0,0,1,0,0,2
3,130c4bb,5791a0,0,166,0,0,0,0,0,1,0,0,2
1,130c904,130c8f0,0,33,0,0,0,0,0,1,0,0,2
3,130cb94,5791a0,0,33,0,0,0,0,0,1,0,0,2
2,130cb9c,0,0,33,0,0,0,0,0,0,0,0,0
7,130c42f,12b5e3e,0,330,0,0,0,0,0,0,0,0,0
7,130c470,70d30f,0,99,0,0,0,0,0,0,0,0,0
7,804cef,8fdf45,0,507,0,0,0,0,0,0,0,0,0
7,130c4b4,719fc2,0,166,0,0,0,0,0,0,0,0,0
7,130cb9f,715a57,0,33,0,0,0,0,0,0,0,0,0
2,9ba446,9ba460,0,33,0,0,0,0,0,1,0,0,2
2,9ba40e,0,0,33,0,0,0,0,0,0,0,0,0
2,9ba462,0,0,33,0,0,0,0,0,0,0,0,0
2,9ba429,9ba435,0,33,0,0,0,0,0,1,0,0,2
2,9ba437,0,0,33,0,0,0,0,0,0,0,0,0
2,9ba477,0,0,33,0,0,0,0,0,0,0,0,0
2,9ba43b,0,0,33,0,0,0,0,0,0,0,0,0
2,9ba491,9ba4cb,0,33,0,1,0,0,0,1,0,0,4
2,9ba496,0,0,27,0,0,0,0,0,0,0,0,0
2,9ba4a5,0,0,27,0,0,0,0,0,0,0,0,0
2,9ba4f0,0,0,33,0,0,0,0,0,0,0,0,0
2,9ba4b8,0,0,27,0,0,0,0,0,0,0,0,0
2,9ba500,0,0,33,0,0,0,0,0,2,0,0,4
3,9ba50b,9d55f0,0,33,0,0,0,0,0,1,0,0,2
2,9ba51c,9ba6d8,0,33,0,1,0,0,0,1,0,0,4
2,9ba53a,9ba6d8,0,6,0,0,0,0,0,1,0,0,2
4,a13a16,a13b38,0,97,0,0,0,33,0,1,0,0,68
2,9bae17,0,0,33,0,0,0,0,0,0,0,0,0
2,9bae20,0,0,33,0,0,0,0,0,0,0,0,0
7,a13a28,a170d8,0,97,0,0,0,0,0,0,0,0,0
2,9bae2e,0,0,33,0,0,0,0,0,0,0,0,0
2,9bae33,9bae50,0,33,0,0,0,0,0,1,0,0,2
2,9bae73,0,0,33,0,0,0,0,0,0,0,0,0
3,9baec2,9bae10,0,33,0,0,0,0,0,1,0,0,2
2,9baec9,0,0,33,0,0,0,0,0,0,0,0,0
2,9baece,0,0,33,0,0,0,0,0,0,0,0,0
3,9baed4,9ba2c0,0,33,0,0,0,0,0,1,0,0,2
