Simpoints,Weight,ICACHE_MISS_NOT_PREFETCHED_val,ICACHE_MISS_NOT_PREFETCHED_w_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_w_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_w_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_OFFPATH_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_OFFPATH_w_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_w_val
2264,44.9546,0,0.0,0,0.0,0,0.0,1219,54799.6574,3301,148395.1346
812,334.908,0,0.0,0,0.0,0,0.0,1611,539536.7880000001,28584,9573010.272
1358,97.2156,0,0.0,0,0.0,0,0.0,2704,262870.9824,16726,1626028.1256
1778,40.8635,0,0.0,0,0.0,0,0.0,0,0.0,4,163.454
828,45.4532,0,0.0,0,0.0,0,0.0,233,10590.5956,396,17999.467200000003
2213,8.07837,0,0.0,0,0.0,0,0.0,46,371.60501999999997,29,234.27273
1726,65.5195,0,0.0,0,0.0,0,0.0,4,262.078,25,1637.9874999999997
2054,37.2896,0,0.0,0,0.0,0,0.0,162,6040.9152,283,10552.9568
1903,16.1097,0,0.0,0,0.0,0,0.0,18,289.9746,17,273.8649
509,133.977,0,0.0,0,0.0,0,0.0,742,99410.93400000001,6685,895636.245
1751,10.0901,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
62,40.4224,0,0.0,0,0.0,0,0.0,191,7720.678400000001,1911,77247.20640000001
2151,40.7196,0,0.0,0,0.0,0,0.0,213,8673.2748,174,7085.2104
239,98.774,0,0.0,0,0.0,0,0.0,12,1185.288,121,11951.654
1893,44.3029,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1305,111.513,1,111.513,0,0.0,0,0.0,3836,427763.868,22351,2492427.063
1673,34.2884,0,0.0,0,0.0,0,0.0,23,788.6332000000001,112,3840.3008000000004
492,45.4197,0,0.0,0,0.0,0,0.0,1020,46328.094,6342,288051.7374
2249,320.874,0,0.0,0,0.0,0,0.0,5030,1613996.2200000002,31219,10017365.406000001
264,17.7912,77,1369.9224,0,0.0,0,0.0,406,7223.2272,1756,31241.3472
2123,26.1783,0,0.0,0,0.0,0,0.0,8,209.4264,46,1204.2018
116,27.1629,0,0.0,0,0.0,0,0.0,38,1032.1902,315,8556.3135
1159,18.1708,2,36.3416,0,0.0,0,0.0,243,4415.5044,148,2689.2784
1270,263.009,19,4997.171,0,0.0,0,0.0,7317,1924436.8530000001,11021,2898622.1890000002
2165,28.2044,0,0.0,0,0.0,0,0.0,0,0.0,3,84.6132
1152,171.372,0,0.0,0,0.0,0,0.0,146,25020.312,452,77460.144
792,79.0312,0,0.0,0,0.0,0,0.0,16,1264.4992,1678,132614.3536
1979,51.6033,0,0.0,0,0.0,0,0.0,203,10475.4699,1246,64297.7118
2185,56.1164,0,0.0,0,0.0,0,0.0,30,1683.492,10,561.164

weighted_avg,NA,NA,6514.948,NA,0.0,NA,0.0,NA,5056390.56092,NA,28389231.674830005
weighted_%,NA,NA,0.00019475431313144194,NA,0.0,NA,0.0,NA,0.15115299011078537,NA,0.8486522555760833
weighted_total,33452137.183750004
