Simpoints,Weight,FDIP_PREFETCH_HIT_ICACHE_val,FDIP_PREFETCH_HIT_ICACHE_w_val,FDIP_PREFETCH_HIT_MLC_val,FDIP_PREFETCH_HIT_MLC_w_val,FDIP_PREFETCH_HIT_L1_val,FDIP_PREFETCH_HIT_L1_w_val,FDIP_PREFETCH_HIT_DRAM_val,FDIP_PREFETCH_HIT_DRAM_w_val
2264,44.9546,2214557,99554524.11219999,69470,3122996.062,2916,131087.6136,4875,219153.675
812,334.908,1829395,612679020.6600001,643653,215564538.92400002,8857,2966280.156,100,33490.8
1358,97.2156,1883768,183131636.38079998,171826,16704167.6856,48750,4739260.5,11040,1073260.224
1778,40.8635,1587731,64880245.7185,0,0.0,19,776.4065,10,408.635
828,45.4532,3849942,174992183.71440002,108,4908.9456,700,31817.24,2021,91860.91720000001
2213,8.07837,1483661,11985562.51257,2,16.15674,0,0.0,321,2593.15677
1726,65.5195,1394036,91336541.70199999,956,62636.64199999999,46,3013.897,4,262.078
2054,37.2896,1491293,55609719.4528,3138,117014.7648,22,820.3712,812,30279.1552
1903,16.1097,851759,13721581.9623,38,612.1686,137,2207.0289,28,451.0716
509,133.977,1464713,196237853.601,73129,9797604.033,34352,4602377.904,1544,206860.488
1751,10.0901,1391463,14040000.8163,0,0.0,0,0.0,0,0.0
62,40.4224,1834281,74146040.2944,45503,1839340.4672,866,35005.7984,815,32944.256
2151,40.7196,3335593,135824012.7228,17,692.2332,16,651.5136,1911,77815.1556
239,98.774,1540971,152207869.554,3209,316965.766,9,888.966,2,197.548
1893,44.3029,724349,32090761.3121,0,0.0,0,0.0,0,0.0
1305,111.513,2358156,262965050.02800003,222224,24780864.912,54010,6022817.13,26027,2902348.8510000003
1673,34.2884,1705281,58471357.040400006,648,22218.8832,83,2845.9372000000003,67,2297.3228000000004
492,45.4197,1461614,66386069.3958,66017,2998472.3349,30222,1372674.1734,3060,138984.282
2249,320.874,3083864,989531777.136,314738,100991241.01200001,100876,32368485.624,1113,357132.76200000005
264,17.7912,4050185,72057651.372,63093,1122500.1816,55,978.516,2735,48658.932
2123,26.1783,1547365,40507385.1795,156,4083.8148,77,2015.7291,0,0.0
116,27.1629,2393167,65005355.904300004,1625,44139.7125,13,353.1177,229,6220.3041
1159,18.1708,2018708,36681539.3264,258,4688.0664,146,2652.9368,1796,32634.7568
1270,263.009,3483758,916259707.822,97518,25648111.662,18516,4869874.644,52752,13874250.768000001
2165,28.2044,1145531,32309014.5364,985,27781.334,0,0.0,5,141.022
1152,171.372,2039678,349543698.216,701,120131.77200000001,4831,827898.1320000001,29,4969.7880000000005
792,79.0312,1090730,86201700.776,207929,16432878.3848,146,11538.555199999999,88,6954.7456
1979,51.6033,1403894,72445563.2502,293,15119.766899999999,6549,337950.0117,2485,128234.20049999999
2185,56.1164,4163327,233630923.2628,0,0.0,0,0.0,160,8978.624

weighted_avg,NA,NA,5194434347.7619705,NA,419743725.6858401,NA,58334271.90230001,NA,19281383.51917
weighted_%,NA,NA,0.9126181648880459,NA,0.07374542115903865,NA,0.010248838008029601,NA,0.0033875759448859016
weighted_total,5691793728.86928
