Simpoints,Weight,INST_LOST_WAIT_FOR_ICACHE_MISS_NOT_PREFETCHED_val,INST_LOST_WAIT_FOR_ICACHE_MISS_NOT_PREFETCHED_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_OFFPATH_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_OFFPATH_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_ONPATH_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_ONPATH_w_val
2264,44.9546,0,0.0,0,0.0,0,0.0,3920,176222.032,364390,16381006.694
812,334.908,0,0.0,0,0.0,0,0.0,15780,5284848.24,1554495,520612811.46000004
1358,97.2156,0,0.0,0,0.0,0,0.0,44800,4355258.88,2369815,230382987.114
1778,40.8635,0,0.0,0,0.0,0,0.0,0,0.0,950,38820.325000000004
828,45.4532,0,0.0,0,0.0,0,0.0,3200,145450.24000000002,144685,6576396.242000001
2213,8.07837,0,0.0,0,0.0,0,0.0,0,0.0,15410,124487.6817
1726,65.5195,0,0.0,0,0.0,0,0.0,0,0.0,1390,91072.105
2054,37.2896,0,0.0,0,0.0,0,0.0,295,11000.432,42690,1591893.024
1903,16.1097,0,0.0,0,0.0,0,0.0,10,161.097,3740,60250.278
509,133.977,0,0.0,0,0.0,0,0.0,26170,3506178.0900000003,765635,102577480.395
1751,10.0901,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
62,40.4224,0,0.0,0,0.0,0,0.0,1415,57197.696,157060,6348742.144
2151,40.7196,0,0.0,0,0.0,0,0.0,1360,55378.656,120360,4901011.056
239,98.774,0,0.0,0,0.0,0,0.0,0,0.0,6650,656847.1
1893,44.3029,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1305,111.513,5135,572619.255,0,0.0,0,0.0,46585,5194833.105,3814895,425410386.135
1673,34.2884,0,0.0,0,0.0,0,0.0,0,0.0,11095,380429.798
492,45.4197,0,0.0,0,0.0,0,0.0,33835,1536775.5495,843080,38292440.676
2249,320.874,0,0.0,0,0.0,0,0.0,33655,10799014.47,3076155,987058159.47
264,17.7912,2795,49726.404,0,0.0,0,0.0,860,15300.432,186295,3314411.604
2123,26.1783,0,0.0,0,0.0,0,0.0,655,17146.7865,5350,140053.905
116,27.1629,0,0.0,0,0.0,0,0.0,445,12087.4905,24840,674726.436
1159,18.1708,1275,23167.77,0,0.0,0,0.0,2000,36341.6,58040,1054633.232
1270,263.009,9595,2523571.355,0,0.0,0,0.0,11640,3061424.7600000002,2814785,740313788.065
2165,28.2044,0,0.0,0,0.0,0,0.0,0,0.0,2105,59370.262
1152,171.372,0,0.0,0,0.0,0,0.0,2420,414720.24000000005,53625,9189823.5
792,79.0312,0,0.0,0,0.0,0,0.0,405,32007.636,93460,7386255.952
1979,51.6033,0,0.0,0,0.0,0,0.0,15875,819202.3875,330015,17029863.0495
2185,56.1164,0,0.0,0,0.0,0,0.0,0,0.0,8825,495227.23

weighted_avg,NA,NA,3169084.784,NA,0.0,NA,0.0,NA,35530549.82,NA,3121143374.933201
weighted_%,NA,NA,0.0010029247574752623,NA,0.0,NA,0.0,NA,0.011244403507629924,NA,0.9877526717348948
weighted_total,3159843009.537201
