Simpoints,Weight,ICACHE_FILL_CORRECT_REQ_BY_ON_FDIP_HIT_BY_DEMAND_LOAD_val,ICACHE_FILL_CORRECT_REQ_BY_ON_FDIP_HIT_BY_DEMAND_LOAD_w_val,ICACHE_FILL_CORRECT_REQ_BY_OFF_FDIP_HIT_BY_DEMAND_LOAD_val,ICACHE_FILL_CORRECT_REQ_BY_OFF_FDIP_HIT_BY_DEMAND_LOAD_w_val
2264,44.9546,2721,122321.4666,0,0.0
812,334.908,23797,7969805.676,0,0.0
1358,97.2156,13193,1282565.4108,0,0.0
1778,40.8635,3,122.5905,0,0.0
828,45.4532,291,13226.881200000002,0,0.0
2213,8.07837,8,64.62696,0,0.0
1726,65.5195,23,1506.9485,0,0.0
2054,37.2896,216,8054.5536,0,0.0
1903,16.1097,13,209.4261,0,0.0
509,133.977,6165,825968.2050000001,0,0.0
1751,10.0901,0,0.0,0,0.0
62,40.4224,1809,73124.1216,0,0.0
2151,40.7196,107,4356.9972,0,0.0
239,98.774,118,11655.332,0,0.0
1893,44.3029,0,0.0,0,0.0
1305,111.513,17239,1922372.607,0,0.0
1673,34.2884,106,3634.5704000000005,0,0.0
492,45.4197,5324,241814.4828,0,0.0
2249,320.874,24218,7770926.532000001,0,0.0
264,17.7912,1633,29053.029599999998,0,0.0
2123,26.1783,39,1020.9537,0,0.0
116,27.1629,312,8474.8248,0,0.0
1159,18.1708,93,1689.8844,0,0.0
1270,263.009,7570,1990978.1300000001,0,0.0
2165,28.2044,3,84.6132,0,0.0
1152,171.372,403,69062.91600000001,0,0.0
792,79.0312,1565,123683.828,0,0.0
1979,51.6033,1103,56918.4399,0,0.0
2185,56.1164,5,280.582,0,0.0

weighted_avg,NA,NA,22532977.62986,NA,0.0
weighted_%,NA,NA,1.0,NA,0.0
weighted_total,22532977.62986
