Simpoints,Weight,FDIP_FTQ_OCCUPANCY_BLOCKS_ACCUMULATED_val,FDIP_FTQ_OCCUPANCY_BLOCKS_ACCUMULATED_w_val
2264,44.9546,110018781,4945850292.3426
812,334.908,104240401,34910944218.108
1358,97.2156,163521003,15896792419.2468
1778,40.8635,344545262,14079325313.737001
828,45.4532,264545203,12024426020.999601
2213,8.07837,141462668,1142787773.2911599
1726,65.5195,89306146,5851294032.846999
2054,37.2896,87410978,3259520405.2288
1903,16.1097,100581335,1620335132.4495
509,133.977,304391557,40781467632.189
1751,10.0901,114174835,1152035502.6334999
62,40.4224,116156588,4695328062.7712
2151,40.7196,256923386,10461817508.5656
239,98.774,86263464,8520587393.136
1893,44.3029,115802562,5130389324.0298
1305,111.513,201174750,22433599896.75
1673,34.2884,121011596,4149294008.2864003
492,45.4197,226482135,10286750627.0595
2249,320.874,96955366,31110456109.884003
264,17.7912,472728272,8410403232.8064
2123,26.1783,296541294,7762946956.7202
116,27.1629,172324429,4680831232.4841
1159,18.1708,104248146,1894272211.3368
1270,263.009,130134946,34226662012.514004
2165,28.2044,103067772,2906964668.5968
1152,171.372,101810003,17447383834.116
792,79.0312,131963487,10429232733.7944
1979,51.6033,139209528,7183671036.242399
2185,56.1164,437558759,24554222343.5476

weighted_avg,NA,NA,351949591935.7142
weighted_%,NA,NA,1.0
weighted_total,351949591935.7142
