Simpoints,Weight,FDIP_PREF_MSHR_PROBE_HIT_ONPATH_val,FDIP_PREF_MSHR_PROBE_HIT_ONPATH_w_val,FDIP_PREF_MSHR_PROBE_HIT_OFFPATH_val,FDIP_PREF_MSHR_PROBE_HIT_OFFPATH_w_val
2264,44.9546,10464,470404.93439999997,6932,311625.2872
812,334.908,66723,22346066.484,40330,13506839.64
1358,97.2156,19597,1905134.1131999998,21362,2076719.6472
1778,40.8635,2,81.727,0,0.0
828,45.4532,223,10136.063600000001,849,38589.766800000005
2213,8.07837,20,161.5674,139,1122.8934299999999
1726,65.5195,194,12710.783,96,6289.871999999999
2054,37.2896,498,18570.2208,554,20658.4384
1903,16.1097,20,322.194,40,644.388
509,133.977,15859,2124741.2430000002,4228,566454.756
1751,10.0901,0,0.0,0,0.0
62,40.4224,5367,216947.02080000003,1167,47172.940800000004
2151,40.7196,82,3339.0072,643,26182.7028
239,98.774,435,42966.69,134,13235.716
1893,44.3029,0,0.0,0,0.0
1305,111.513,25294,2820609.822,31459,3508087.467
1673,34.2884,172,5897.6048,6,205.73040000000003
492,45.4197,11956,543037.9332,7506,340920.2682
2249,320.874,29256,9387489.744,43499,13957698.126
264,17.7912,7872,140052.3264,2725,48481.02
2123,26.1783,21,549.7443,39,1020.9537
116,27.1629,440,11951.676,18,488.9322
1159,18.1708,92,1671.7136,478,8685.6424
1270,263.009,10989,2890205.901,34001,8942569.009
2165,28.2044,210,5922.924,3,84.6132
1152,171.372,844,144637.96800000002,764,130928.20800000001
792,79.0312,40170,3174683.304,1948,153952.7776
1979,51.6033,1858,95878.9314,795,41024.623499999994
2185,56.1164,11,617.2804,34,1907.9576

weighted_avg,NA,NA,46374788.92150001,NA,43751591.37742999
weighted_%,NA,NA,0.5145528841576098,NA,0.48544711584239025
weighted_total,90126380.29893
