Simpoints,Weight,ICACHE_MISS_MSHR_HIT_BY_FDIP_ONPATH_val,ICACHE_MISS_MSHR_HIT_BY_FDIP_ONPATH_w_val,ICACHE_MISS_MSHR_HIT_BY_FDIP_OFFPATH_val,ICACHE_MISS_MSHR_HIT_BY_FDIP_OFFPATH_w_val
2264,44.9546,2677,120343.4642,1446,65004.3516
812,334.908,7998,2678594.184,725,242808.30000000002
1358,97.2156,10933,1062858.1548,3606,350559.4536
1778,40.8635,2,81.727,0,0.0
828,45.4532,272,12363.270400000001,277,12590.5364
2213,8.07837,9,72.70533,55,444.31034999999997
1726,65.5195,23,1506.9485,3,196.55849999999998
2054,37.2896,230,8576.608,185,6898.576
1903,16.1097,13,209.4261,13,209.4261
509,133.977,2366,316989.582,384,51447.168000000005
1751,10.0901,0,0.0,0,0.0
62,40.4224,520,21019.648,214,8650.393600000001
2151,40.7196,106,4316.2776,246,10017.0216
239,98.774,120,11852.880000000001,14,1382.836
1893,44.3029,0,0.0,0,0.0
1305,111.513,14346,1599765.4980000001,5803,647109.939
1673,34.2884,99,3394.5516000000002,28,960.0752000000001
492,45.4197,2845,129219.0465,706,32066.3082
2249,320.874,17567,5636793.558,5505,1766411.37
264,17.7912,1062,18894.2544,475,8450.82
2123,26.1783,45,1178.0235,7,183.2481
116,27.1629,321,8719.2909,36,977.8644
1159,18.1708,110,1998.788,255,4633.554
1270,263.009,7581,1993871.229,9303,2446772.727
2165,28.2044,3,84.6132,0,0.0
1152,171.372,220,37701.840000000004,82,14052.504
792,79.0312,719,56823.4328,22,1738.6864
1979,51.6033,848,43759.598399999995,202,10423.8666
2185,56.1164,10,561.164,29,1627.3755999999998

weighted_avg,NA,NA,13771549.764229998,NA,5685617.27025
weighted_%,NA,NA,0.7077880217518546,NA,0.2922119782481454
weighted_total,19457167.034479998
