Simpoints,Weight,ICACHE_UNUSEFUL_CL_CYC_val,ICACHE_UNUSEFUL_CL_CYC_w_val
2264,44.9546,213431732,9594738139.367199
812,334.908,207103672,69360676582.17601
1358,97.2156,438302863,42609875808.262794
1778,40.8635,447285880,18277666557.38
828,45.4532,1870560835,85022975745.422
2213,8.07837,1113755267,8997327136.27479
1726,65.5195,33013932,2163056317.674
2054,37.2896,337982503,12603232343.8688
1903,16.1097,26142375,421145818.5375
509,133.977,235843554,31597611834.258
1751,10.0901,0,0.0
62,40.4224,128485438,5193689769.0112
2151,40.7196,1787656214,72792645971.5944
239,98.774,35924495,3548406069.13
1893,44.3029,0,0.0
1305,111.513,602125220,67144789657.86
1673,34.2884,288516993,9892786062.7812
492,45.4197,301217113,13681190907.3261
2249,320.874,510499972,163806168015.528
264,17.7912,1198957773,21330897530.9976
2123,26.1783,178672243,4677335578.9269
116,27.1629,1044969366,28384398391.7214
1159,18.1708,431756309,7845357539.5772
1270,263.009,892134337,234639359840.03302
2165,28.2044,2770493,78140092.7692
1152,171.372,237497070,40700347880.04
792,79.0312,39405317,3114249488.8904
1979,51.6033,182523773,9418829015.2509
2185,56.1164,3366888202,188937645098.7128

weighted_avg,NA,NA,1155834543193.3713
weighted_%,NA,NA,1.0
weighted_total,1155834543193.3713
