Simpoints,Weight,ICACHE_FILL_CORRECT_REQ_CYCLE_DELTA_BY_ON_FDIP_HIT_BY_DEMAND_LOAD_val,ICACHE_FILL_CORRECT_REQ_CYCLE_DELTA_BY_ON_FDIP_HIT_BY_DEMAND_LOAD_w_val,ICACHE_FILL_CORRECT_REQ_CYCLE_DELTA_BY_OFF_FDIP_HIT_BY_DEMAND_LOAD_val,ICACHE_FILL_CORRECT_REQ_CYCLE_DELTA_BY_OFF_FDIP_HIT_BY_DEMAND_LOAD_w_val
2264,44.9546,57233,2572886.6218,0,0.0
812,334.908,92192,30875838.336000003,0,0.0
1358,97.2156,316432,30762126.7392,0,0.0
1778,40.8635,180,7355.43,0,0.0
828,45.4532,24028,1092149.4896,0,0.0
2213,8.07837,2257,18232.88109,0,0.0
1726,65.5195,225,14741.887499999999,0,0.0
2054,37.2896,5242,195472.0832,0,0.0
1903,16.1097,1630,26258.811,0,0.0
509,133.977,80072,10727806.344,0,0.0
1751,10.0901,0,0.0,0,0.0
62,40.4224,13215,534182.0160000001,0,0.0
2151,40.7196,16843,685840.2228,0,0.0
239,98.774,1227,121195.698,0,0.0
1893,44.3029,0,0.0,0,0.0
1305,111.513,495910,55300411.830000006,0,0.0
1673,34.2884,1799,61684.831600000005,0,0.0
492,45.4197,92092,4182791.0124,0,0.0
2249,320.874,315373,101194996.002,0,0.0
264,17.7912,29563,525961.2456,0,0.0
2123,26.1783,647,16937.3601,0,0.0
116,27.1629,5277,143338.6233,0,0.0
1159,18.1708,9640,175166.512,0,0.0
1270,263.009,370593,97469294.33700001,0,0.0
2165,28.2044,320,9025.408,0,0.0
1152,171.372,6507,1115117.604,0,0.0
792,79.0312,9749,770475.1688,0,0.0
1979,51.6033,41679,2150773.9406999997,0,0.0
2185,56.1164,1725,96800.79,0,0.0

weighted_avg,NA,NA,340846861.22569,NA,0.0
weighted_%,NA,NA,1.0,NA,0.0
weighted_total,340846861.22569
