Simpoints,Weight,FDIP_FTQ_OCCUPANCY_OPS_ACCUMULATED_val,FDIP_FTQ_OCCUPANCY_OPS_ACCUMULATED_w_val
2264,44.9546,1096371971,49286963407.5166
812,334.908,1048981808,351312399353.664
1358,97.2156,1676595702,162991257127.3512
1778,40.8635,3156261884,128975907496.834
828,45.4532,2697539060,122611782401.992
2213,8.07837,1285824542,10387366405.356539
1726,65.5195,876350498,57418046453.71099
2054,37.2896,814938041,30388713573.6736
1903,16.1097,1122074969,18076291128.0993
509,133.977,3106479791,416196842958.807
1751,10.0901,1043426202,10528274720.8002
62,40.4224,1158621001,46834241550.8224
2151,40.7196,2622552556,106789291059.29759
239,98.774,779411219,76985563745.506
1893,44.3029,1421699668,62985418221.4372
1305,111.513,1995598133,222535134605.229
1673,34.2884,1297121490,44476220497.716
492,45.4197,2371841696,107728338279.8112
2249,320.874,1003482875,321991564032.75
264,17.7912,4093219193,72823281306.5016
2123,26.1783,2017774765,52821913130.5995
116,27.1629,1532680875,41632057339.5375
1159,18.1708,929171056,16883781424.3648
1270,263.009,1405341751,369617528588.75903
2165,28.2044,944313291,26633789784.6804
1152,171.372,1031621546,176791047581.112
792,79.0312,1271334550,100475095087.95999
1979,51.6033,1368213720,70604343057.276
2185,56.1164,4302765811,241455727356.4004

weighted_avg,NA,NA,3518238181677.566
weighted_%,NA,NA,1.0
weighted_total,3518238181677.566
