Simpoints,Weight,ICACHE_MISS_NOT_PREFETCHED_val,ICACHE_MISS_NOT_PREFETCHED_w_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_w_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_w_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_OFFPATH_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_OFFPATH_w_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_w_val
2264,44.9546,10,449.546,0,0.0,0,0.0,1123,50484.0158,3000,134863.8
812,334.908,0,0.0,0,0.0,0,0.0,376,125925.40800000001,8347,2795477.0760000004
1358,97.2156,0,0.0,0,0.0,0,0.0,2075,201722.37,12464,1211695.2384
1778,40.8635,0,0.0,0,0.0,0,0.0,0,0.0,2,81.727
828,45.4532,1,45.4532,0,0.0,0,0.0,190,8636.108,359,16317.6988
2213,8.07837,0,0.0,0,0.0,0,0.0,41,331.21317,23,185.80250999999998
1726,65.5195,0,0.0,0,0.0,0,0.0,2,131.039,24,1572.4679999999998
2054,37.2896,1,37.2896,0,0.0,0,0.0,148,5518.8608,267,9956.3232
1903,16.1097,0,0.0,0,0.0,0,0.0,9,144.9873,17,273.8649
509,133.977,0,0.0,0,0.0,0,0.0,282,37781.514,2468,330655.23600000003
1751,10.0901,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
62,40.4224,0,0.0,0,0.0,0,0.0,166,6710.1184,568,22959.9232
2151,40.7196,0,0.0,0,0.0,0,0.0,195,7940.322,157,6392.9772
239,98.774,0,0.0,0,0.0,0,0.0,12,1185.288,122,12050.428
1893,44.3029,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1305,111.513,0,0.0,0,0.0,0,0.0,3086,344129.118,17063,1902746.3190000001
1673,34.2884,0,0.0,0,0.0,0,0.0,18,617.1912000000001,109,3737.4356000000002
492,45.4197,0,0.0,0,0.0,0,0.0,469,21301.8393,3082,139983.5154
2249,320.874,0,0.0,0,0.0,0,0.0,3333,1069473.0420000001,19739,6333731.886000001
264,17.7912,172,3060.0864,0,0.0,0,0.0,389,6920.7768,1148,20424.2976
2123,26.1783,0,0.0,0,0.0,0,0.0,7,183.2481,45,1178.0235
116,27.1629,0,0.0,0,0.0,0,0.0,34,923.5386,323,8773.6167
1159,18.1708,3,54.5124,0,0.0,0,0.0,232,4215.6256,133,2416.7164
1270,263.009,13,3419.117,0,0.0,0,0.0,6813,1791880.317,10071,2648763.639
2165,28.2044,0,0.0,0,0.0,0,0.0,0,0.0,3,84.6132
1152,171.372,0,0.0,0,0.0,0,0.0,66,11310.552000000001,236,40443.792
792,79.0312,0,0.0,0,0.0,0,0.0,6,474.18719999999996,735,58087.932
1979,51.6033,0,0.0,0,0.0,0,0.0,129,6656.825699999999,921,47526.639299999995
2185,56.1164,0,0.0,0,0.0,0,0.0,27,1515.1428,12,673.3968

weighted_avg,NA,NA,7066.0046,NA,0.0,NA,0.0,NA,3706112.648770001,NA,15751054.38571
weighted_%,NA,NA,0.00036302507197755906,NA,0.0,NA,0.0,NA,0.19040630274662876,NA,0.8092306721813936
weighted_total,19464233.03908
