Simpoints,Weight,FDIP_PREFETCH_HIT_ICACHE_val,FDIP_PREFETCH_HIT_ICACHE_w_val,FDIP_PREFETCH_HIT_MLC_val,FDIP_PREFETCH_HIT_MLC_w_val,FDIP_PREFETCH_HIT_L1_val,FDIP_PREFETCH_HIT_L1_w_val,FDIP_PREFETCH_HIT_DRAM_val,FDIP_PREFETCH_HIT_DRAM_w_val
2264,44.9546,2392818,107568176.0628,69725,3134459.485,2846,127940.7916,5910,265681.686
812,334.908,1541046,516108633.768,575791,192837012.22800002,2795,936067.86,112,37509.696
1358,97.2156,2003327,194754636.3012,159542,15509971.255199999,46344,4505359.7664,9989,971086.6283999999
1778,40.8635,1642357,67112455.2695,0,0.0,26,1062.451,10,408.635
828,45.4532,4331346,196873536.0072,162,7363.4184000000005,830,37726.156,2308,104905.9856
2213,8.07837,1526429,12331058.240729999,0,0.0,1,8.07837,375,3029.38875
1726,65.5195,1426000,93430806.99999999,980,64209.10999999999,56,3669.0919999999996,4,262.078
2054,37.2896,1508304,56244052.8384,3430,127903.328,43,1603.4528,1231,45903.4976
1903,16.1097,857914,13820737.1658,46,741.0462,146,2352.0162,24,386.6328
509,133.977,1503889,201486536.553,69244,9277103.388,33367,4470410.559,1252,167739.204
1751,10.0901,1408884,14215780.4484,0,0.0,0,0.0,0,0.0
62,40.4224,1841213,74426248.37120001,45305,1831336.8320000002,843,34076.0832,948,38320.4352
2151,40.7196,3715226,151282516.6296,21,855.1116,40,1628.784,2186,89013.0456
239,98.774,1559068,153995382.632,3208,316866.992,10,987.74,5,493.87
1893,44.3029,733019,32474867.4551,0,0.0,0,0.0,0,0.0
1305,111.513,2502937,279110013.681,206986,23081629.818,48116,5365559.508,25532,2847149.916
1673,34.2884,1761416,60396136.374400005,695,23830.438000000002,111,3806.0124000000005,79,2708.7836
492,45.4197,1510357,68599961.8329,62659,2845952.9823,28402,1290010.3194,1879,85343.6163
2249,320.874,3226504,1035301244.496,305327,97971495.79800001,61453,19718669.922000002,1166,374139.08400000003
264,17.7912,4524878,80503009.4736,58751,1045250.7912,75,1334.34,3720,66183.264
2123,26.1783,1603560,41978474.748,144,3769.6752,80,2094.264,0,0.0
116,27.1629,2561491,69577523.8839,1518,41233.2822,20,543.258,284,7714.2636
1159,18.1708,2133591,38769055.3428,305,5542.094,146,2652.9368,2866,52077.5128
1270,263.009,3831730,1007779475.57,98457,25895077.113,17997,4733372.973,59608,15677440.472000001
2165,28.2044,1153699,32539388.0756,964,27189.0416,0,0.0,5,141.022
1152,171.372,2210327,378788158.64400005,713,122188.236,4938,846234.9360000001,20,3427.4400000000005
792,79.0312,1083120,85600273.344,200258,15826630.0496,139,10985.3368,93,7349.9016
1979,51.6033,1470319,75873312.45269999,228,11765.552399999999,6620,341613.84599999996,2687,138658.0671
2185,56.1164,4623351,259445814.0564,0,0.0,0,0.0,173,9708.1372

weighted_avg,NA,NA,5400387266.71823,NA,390009377.06589997,NA,42439770.48297001,NA,20996782.263150003
weighted_%,NA,NA,0.9225386315959956,NA,0.06662461398747588,NA,0.007249911136539624,NA,0.00358684327998882
weighted_total,5853833196.530251
