Simpoints,Weight,ICACHE_EVICT_MISS_ONPATH_BY_FDIP_val,ICACHE_EVICT_MISS_ONPATH_BY_FDIP_w_val,ICACHE_EVICT_MISS_OFFPATH_BY_FDIP_val,ICACHE_EVICT_MISS_OFFPATH_BY_FDIP_w_val
2264,44.9546,5877,264198.1842,2663,119714.0998
812,334.908,55707,18656719.956,3462,1159451.496
1358,97.2156,37684,3663472.6703999997,6245,607111.422
1778,40.8635,9,367.7715,23,939.8605
828,45.4532,777,35317.1364,320,14545.024000000001
2213,8.07837,83,670.5047099999999,109,880.54233
1726,65.5195,10,655.1949999999999,2,131.039
2054,37.2896,615,22933.104,263,9807.1648
1903,16.1097,52,837.7044,20,322.194
509,133.977,5987,802120.299,273,36575.721
1751,10.0901,0,0.0,0,0.0
62,40.4224,1833,74094.2592,256,10348.1344
2151,40.7196,470,19138.212,397,16165.681199999999
239,98.774,204,20149.896,19,1876.7060000000001
1893,44.3029,0,0.0,0,0.0
1305,111.513,49019,5466255.747,8122,905708.586
1673,34.2884,86,2948.8024,33,1131.5172
492,45.4197,9081,412456.2957,910,41331.926999999996
2249,320.874,75341,24174968.034,13615,4368699.510000001
264,17.7912,5265,93670.668,998,17755.6176
2123,26.1783,11,287.9613,13,340.3179
116,27.1629,230,6247.467000000001,92,2498.9868
1159,18.1708,361,6559.6588,291,5287.7028
1270,263.009,32897,8652207.073,16043,4219453.387
2165,28.2044,85,2397.374,0,0.0
1152,171.372,398,68206.05600000001,161,27590.892000000003
792,79.0312,4302,339992.22239999997,2,158.0624
1979,51.6033,488,25182.410399999997,67,3457.4211
2185,56.1164,84,4713.777599999999,46,2581.3544

weighted_avg,NA,NA,62816768.440409996,NA,11573864.367230004
weighted_%,NA,NA,0.8444177185969393,NA,0.15558228140306066
weighted_total,74390632.80764
