Simpoints,Weight,FDIP_NEW_PREFETCHES_ONPATH_val,FDIP_NEW_PREFETCHES_ONPATH_w_val,FDIP_NEW_PREFETCHES_OFFPATH_val,FDIP_NEW_PREFETCHES_OFFPATH_w_val
2264,44.9546,36698,1649743.9108,22734,1021997.8764
812,334.908,369762,123836251.89600001,110582,37034796.456
1358,97.2156,86897,8447743.9932,81783,7950583.414799999
1778,40.8635,4,163.454,31,1266.7685000000001
828,45.4532,503,22862.959600000002,1543,70134.28760000001
2213,8.07837,9,72.70533,192,1551.04704
1726,65.5195,620,40622.09,98,6420.910999999999
2054,37.2896,1392,51907.1232,1753,65368.6688
1903,16.1097,56,902.1432,101,1627.0797
509,133.977,73073,9790101.321,10797,1446549.669
1751,10.0901,0,0.0,0,0.0
62,40.4224,30243,1222494.6432,9643,389793.20320000005
2151,40.7196,156,6352.2576,1183,48171.2868
239,98.774,2129,210289.846,537,53041.638
1893,44.3029,0,0.0,0,0.0
1305,111.513,109724,12235652.412,105233,11734847.529000001
1673,34.2884,473,16218.4132,183,6274.7772
492,45.4197,53342,2422777.6374,20549,933329.4153
2249,320.874,141041,45256389.83400001,156178,50113459.572000004
264,17.7912,39100,695635.92,11143,198247.34159999999
2123,26.1783,118,3089.0394,56,1465.9848
116,27.1629,1109,30123.6561,229,6220.3041
1159,18.1708,173,3143.5484,1015,18443.362
1270,263.009,38324,10079556.916000001,81401,21409195.609
2165,28.2044,726,20476.3944,51,1438.4243999999999
1152,171.372,2212,379074.86400000006,1690,289618.68000000005
792,79.0312,154550,12214271.959999999,4524,357537.14879999997
1979,51.6033,4750,245115.675,1523,78591.8259
2185,56.1164,9,505.0476,132,7407.364799999999

weighted_avg,NA,NA,228881539.66063008,NA,133247379.64574
weighted_%,NA,NA,0.6320443561895994,NA,0.3679556438104006
weighted_total,362128919.3063701
