Simpoints,Weight,ICACHE_HIT_val,ICACHE_HIT_w_val,ICACHE_MISS_val,ICACHE_MISS_w_val
2264,44.9546,1647891,74080280.7486,4133,185797.36179999998
812,334.908,1637390,548375010.12,8723,2921402.484
1358,97.2156,1416087,137665747.3572,14539,1413417.6084
1778,40.8635,1418894,57980974.969000004,2,81.727
828,45.4532,2655074,120681609.53680001,550,24999.260000000002
2213,8.07837,1257312,10157031.541439999,64,517.01568
1726,65.5195,1214030,79542638.585,26,1703.5069999999998
2054,37.2896,1418660,52901263.936,416,15512.4736
1903,16.1097,835772,13464036.1884,26,418.8522
509,133.977,1358209,181968767.19300002,2750,368436.75
1751,10.0901,1291168,13028014.2368,0,0.0
62,40.4224,1551162,62701690.82880001,734,29670.041600000004
2151,40.7196,2244957,91413751.0572,352,14333.2992
239,98.774,1440457,142279699.718,134,13235.716
1893,44.3029,697845,30916557.2505,0,0.0
1305,111.513,1717281,191499156.153,20266,2259922.458
1673,34.2884,1528798,52420037.343200006,127,4354.6268
492,45.4197,1240759,56354901.5523,3551,161285.3547
2249,320.874,1938187,621913815.4380001,23072,7403204.928
264,17.7912,2874508,51140946.7296,1709,30405.1608
2123,26.1783,1359793,35597069.0919,52,1361.2716
116,27.1629,1296848,35226152.5392,357,9697.1553
1159,18.1708,1561381,28371541.8748,369,6705.0252
1270,263.009,2187828,575418454.452,16899,4444589.091
2165,28.2044,1061181,29929973.3964,3,84.6132
1152,171.372,1543016,264429737.95200002,302,51754.344000000005
792,79.0312,1208915,95542003.148,741,58562.1192
1979,51.6033,1187816,61295225.392799996,1050,54183.465
2185,56.1164,2643286,148331694.4904,39,2188.5396

weighted_avg,NA,NA,3864627782.82034,NA,19477824.248880003
weighted_%,NA,NA,0.9949852485438528,NA,0.005014751456147232
weighted_total,3884105607.06922
