Simpoints,Weight,INST_LOST_WAIT_FOR_ICACHE_MISS_NOT_PREFETCHED_val,INST_LOST_WAIT_FOR_ICACHE_MISS_NOT_PREFETCHED_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_OFFPATH_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_OFFPATH_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_ONPATH_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_ONPATH_w_val
2264,44.9546,260,11688.196,0,0.0,0,0.0,4915,220951.859,345355,15525295.883
812,334.908,0,0.0,0,0.0,0,0.0,4025,1348004.7,441745,147943934.46
1358,97.2156,0,0.0,0,0.0,0,0.0,82350,8005704.659999999,2041935,198507936.186
1778,40.8635,0,0.0,0,0.0,0,0.0,0,0.0,890,36368.515
828,45.4532,995,45225.934,0,0.0,0,0.0,5045,229311.394,149650,6802071.380000001
2213,8.07837,0,0.0,0,0.0,0,0.0,0,0.0,22135,178814.71995
1726,65.5195,0,0.0,0,0.0,0,0.0,0,0.0,1250,81899.37499999999
2054,37.2896,730,27221.408,0,0.0,0,0.0,695,25916.272,39645,1478346.192
1903,16.1097,0,0.0,0,0.0,0,0.0,0,0.0,8785,141523.7145
509,133.977,0,0.0,0,0.0,0,0.0,7530,1008846.81,412865,55314414.105000004
1751,10.0901,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
62,40.4224,0,0.0,0,0.0,0,0.0,1040,42039.296,87500,3536960.0000000005
2151,40.7196,0,0.0,0,0.0,0,0.0,3840,156363.264,113210,4609865.916
239,98.774,0,0.0,0,0.0,0,0.0,0,0.0,6915,683022.21
1893,44.3029,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1305,111.513,0,0.0,0,0.0,0,0.0,131810,14698528.530000001,3293050,367217884.65000004
1673,34.2884,0,0.0,0,0.0,0,0.0,0,0.0,10635,364657.134
492,45.4197,0,0.0,0,0.0,0,0.0,28950,1314900.315,516395,23454505.9815
2249,320.874,0,0.0,0,0.0,0,0.0,53470,17157132.78,1879480,603076265.5200001
264,17.7912,1580,28110.096,0,0.0,0,0.0,830,14766.696,180120,3204550.944
2123,26.1783,0,0.0,0,0.0,0,0.0,655,17146.7865,5290,138483.207
116,27.1629,0,0.0,0,0.0,0,0.0,450,12223.305,26205,711803.7945
1159,18.1708,5100,92671.08,0,0.0,0,0.0,1465,26620.222,64830,1178012.964
1270,263.009,15215,4001681.935,0,0.0,0,0.0,25120,6606786.08,2771980,729055687.82
2165,28.2044,0,0.0,0,0.0,0,0.0,0,0.0,1585,44703.974
1152,171.372,0,0.0,0,0.0,0,0.0,1335,228781.62000000002,37735,6466722.420000001
792,79.0312,0,0.0,0,0.0,0,0.0,0,0.0,45355,3584460.076
1979,51.6033,0,0.0,0,0.0,0,0.0,5915,305233.5195,223815,11549592.589499999
2185,56.1164,0,0.0,0,0.0,0,0.0,0,0.0,11425,641129.87

weighted_avg,NA,NA,4206598.649,NA,0.0,NA,0.0,NA,51419258.109000005,NA,2185528913.6009502
weighted_%,NA,NA,0.001876978200986208,NA,0.0,NA,0.0,NA,0.022943198207040622,NA,0.9751798235919732
weighted_total,2241154770.35895
