Simpoints,Weight,DCACHE_MISS_val,DCACHE_MISS_w_val,DCACHE_ST_BUFFER_HIT_val,DCACHE_ST_BUFFER_HIT_w_val,DCACHE_HIT_val,DCACHE_HIT_w_val
2264,44.9546,171013,7687821.0098,1005,45179.373,3854793,173290677.3978
812,334.908,63733,21344691.564,875,293044.5,4078615,1365960792.42
1358,97.2156,280830,27301056.948,6527,634526.2211999999,3275615,318440877.594
1778,40.8635,350848,14336877.248000002,2840,116052.34000000001,17512137,715607210.2995
828,45.4532,962712,43758341.0784,9321,423669.2772,3457484,157153711.7488
2213,8.07837,809142,6536548.45854,56101,453204.63537,4050925,32724870.99225
1726,65.5195,95489,6256391.535499999,1722,112824.57899999998,3931749,257606228.60549998
2054,37.2896,52327,1951252.8992,409,15251.4464,3320268,123811465.6128
1903,16.1097,652613,10513399.6461,2524,40660.8828,2531324,40778870.2428
509,133.977,1016148,136140460.59600002,4977,666803.529,2627625,352041314.625
1751,10.0901,299327,3020239.3627,10546,106410.1946,3208979,32378919.0079
62,40.4224,59239,2394582.5536,574,23202.4576,4102357,165827115.5968
2151,40.7196,457941,18647174.3436,8514,346686.6744,3713257,151202339.7372
239,98.774,96275,9509466.85,86,8494.564,3892147,384442927.778
1893,44.3029,413777,18331521.0533,677,29993.0633,1610918,71368339.0622
1305,111.513,297918,33221729.934,11894,1326335.622,3680817,410458946.121
1673,34.2884,85261,2923463.2724,59,2023.0156000000002,4745764,162724654.33760002
492,45.4197,636455,28907595.1635,5625,255485.8125,2592550,117752843.235
2249,320.874,167546,53761155.204,9944,3190771.0560000003,4304947,1381345563.6780002
264,17.7912,624730,11114696.376,67767,1205656.2504,3093849,55043286.3288
2123,26.1783,350033,9163268.8839,562,14712.204600000001,1867087,48877163.6121
116,27.1629,267646,7270041.5334,1047,28439.5563,2899491,78758584.0839
1159,18.1708,121208,2202446.3264,22278,404809.0824,3422470,62189017.876
1270,263.009,172166,45281207.494,6591,1733492.3190000001,3741519,984053170.671
2165,28.2044,119259,3363628.5396,3522,99335.8968,3387542,95543589.5848
1152,171.372,405203,69440448.516,8425,1443809.1,3433759,588450147.348
792,79.0312,75434,5961639.5408,72,5690.2464,3727302,294573149.8224
1979,51.6033,629711,32495165.6463,17594,907908.4602,2472710,127599995.94299999
2185,56.1164,988390,55464888.596,4792,268909.7888,3105662,174278571.0568

weighted_avg,NA,NA,688301200.1730399,NA,14203382.148869999,NA,8924284344.418951
weighted_%,NA,NA,0.07149852410922898,NA,0.0014754018455122129,NA,0.9270260740452589
weighted_total,9626788926.74086
