Simpoints,Weight,ICACHE_HIT_val,ICACHE_HIT_w_val,ICACHE_MISS_val,ICACHE_MISS_w_val
517,810.151,1482248,1200844699.448,55719,45140803.569
5297,898.498,1486444,1335566961.112,56134,50436286.732
5168,967.77,1485773,1437886536.21,55981,54176732.37
2807,979.819,1482239,1452325934.741,55932,54803236.308
2215,509.983,1483846,756736234.618,56157,28639115.331
1490,862.35,1487528,1282769770.8,56252,48508912.2
3954,490.914,1484111,728570867.454,56090,27535366.259999998
2031,399.553,1483757,592839560.621,56322,22503624.066

weighted_avg,NA,NA,8787540565.004,NA,331744076.83599997
weighted_%,NA,NA,0.963621699523016,NA,0.03637830047698389
weighted_total,9119284641.84
