Simpoints,Weight,ICACHE_UNUSEFUL_CL_CYC_val,ICACHE_UNUSEFUL_CL_CYC_w_val
517,810.151,467507620,378751765850.62
5297,898.498,477785391,429289218242.718
5168,967.77,469735252,454595684828.04
2807,979.819,468310916,458859933404.204
2215,509.983,465700709,237499444677.947
1490,862.35,467090892,402795830716.2
3954,490.914,466096239,228813169072.44598
2031,399.553,465790836,186108125896.308

weighted_avg,NA,NA,2776713172688.483
weighted_%,NA,NA,1.0
weighted_total,2776713172688.483
