Simpoints,Weight,ICACHE_UNUSEFUL_CL_val,ICACHE_UNUSEFUL_CL_w_val
517,810.151,174328,141232003.528
5297,898.498,177892,159835606.21600002
5168,967.77,175147,169502012.19
2807,979.819,174520,170998011.88
2215,509.983,173904,88688083.632
1490,862.35,174183,150206710.05
3954,490.914,173752,85297289.328
2031,399.553,174347,69660866.891

weighted_avg,NA,NA,1035420583.715
weighted_%,NA,NA,1.0
weighted_total,1035420583.715
