Simpoints,Weight,FDIP_PREF_ICACHE_PROBE_HIT_ONPATH_val,FDIP_PREF_ICACHE_PROBE_HIT_ONPATH_w_val,FDIP_PREF_ICACHE_PROBE_HIT_OFFPATH_val,FDIP_PREF_ICACHE_PROBE_HIT_OFFPATH_w_val
517,810.151,1134528,919138993.7279999,1189138,963381339.8379999
5297,898.498,1134467,1019316330.5660001,1196773,1075298146.954
5168,967.77,1134267,1097709574.59,1196003,1157455823.31
2807,979.819,1134271,1111380276.949,1189728,1165718099.2319999
2215,509.983,1135940,579310089.02,1198045,610982583.235
1490,862.35,1137036,980522994.6,1201974,1036522278.9
3954,490.914,1135472,557419101.408,1198270,588247518.78
2031,399.553,1136608,454135136.224,1198311,478788754.983

weighted_avg,NA,NA,6718932497.085,NA,7076394545.231998
weighted_%,NA,NA,0.48704408938438043,NA,0.5129559106156196
weighted_total,13795327042.316998
