Simpoints,Weight,NODE_INST_COUNT_val,NODE_INST_COUNT_w_val
517,810.151,10055243,8146265171.693
5297,898.498,10057333,9036493585.834
5168,967.77,10054921,9730850896.17
2807,979.819,10054922,9852003619.118
2215,509.983,10054923,5127839796.309
1490,862.35,10057333,8672941112.550001
3954,490.914,10054925,4936103451.45
2031,399.553,10054925,4017475448.525

weighted_avg,NA,NA,59519973081.649
weighted_%,NA,NA,1.0
weighted_total,59519973081.649
