Simpoints,Weight,ICACHE_MISS_NOT_PREFETCHED_val,ICACHE_MISS_NOT_PREFETCHED_w_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_w_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_w_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_OFFPATH_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_OFFPATH_w_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_w_val
517,810.151,0,0.0,0,0.0,0,0.0,1991,1613010.6409999998,53728,43527792.927999996
5297,898.498,0,0.0,0,0.0,0,0.0,2021,1815864.458,54113,48620422.274000004
5168,967.77,0,0.0,0,0.0,0,0.0,1978,1914249.06,54003,52262483.31
2807,979.819,0,0.0,0,0.0,0,0.0,2002,1961597.638,53930,52841638.669999994
2215,509.983,0,0.0,0,0.0,0,0.0,1942,990386.986,54215,27648728.345
1490,862.35,0,0.0,0,0.0,0,0.0,2007,1730736.45,54245,46778175.75
3954,490.914,0,0.0,0,0.0,0,0.0,1970,967100.58,54120,26568265.68
2031,399.553,0,0.0,0,0.0,0,0.0,1929,770737.737,54393,21732886.329

weighted_avg,NA,NA,0.0,NA,0.0,NA,0.0,NA,11763683.549999999,NA,319980393.28599995
weighted_%,NA,NA,0.0,NA,0.0,NA,0.0,NA,0.03546011631072907,NA,0.9645398836892709
weighted_total,331744076.83599997
