Simpoints,Weight,INST_LOST_WAIT_FOR_ICACHE_MISS_NOT_PREFETCHED_val,INST_LOST_WAIT_FOR_ICACHE_MISS_NOT_PREFETCHED_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_OFFPATH_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_OFFPATH_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_ONPATH_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_ONPATH_w_val
2264,44.9546,30910,1389546.686,0,0.0,0,0.0,1945,87436.697,467730,21026615.058
812,334.908,130,43538.04,0,0.0,0,0.0,55840,18701262.720000003,1371840,459440190.72
1358,97.2156,4100,398583.95999999996,0,0.0,0,0.0,95040,9239370.624,2145740,208599401.544
1778,40.8635,0,0.0,0,0.0,0,0.0,0,0.0,950,38820.325000000004
828,45.4532,2015,91588.198,0,0.0,0,0.0,1715,77952.238,159965,7270921.138
2213,8.07837,0,0.0,0,0.0,0,0.0,0,0.0,13365,107967.41505
1726,65.5195,65,4258.7675,0,0.0,0,0.0,0,0.0,1390,91072.105
2054,37.2896,1040,38781.184,0,0.0,0,0.0,0,0.0,48795,1819546.032
1903,16.1097,0,0.0,0,0.0,0,0.0,0,0.0,4630,74587.91100000001
509,133.977,1520,203645.04,0,0.0,0,0.0,66755,8943634.635,711930,95382245.61
1751,10.0901,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
62,40.4224,1080,43656.192,0,0.0,0,0.0,19335,781567.104,147580,5965537.792
2151,40.7196,5135,209095.146,0,0.0,0,0.0,3855,156974.058,121070,4929921.972
239,98.774,0,0.0,0,0.0,0,0.0,0,0.0,6435,635610.6900000001
1893,44.3029,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1305,111.513,5125,571504.125,0,0.0,0,0.0,150230,16752597.99,3136220,349729300.86
1673,34.2884,0,0.0,0,0.0,0,0.0,0,0.0,11070,379572.58800000005
492,45.4197,1520,69037.944,0,0.0,0,0.0,67180,3051295.446,770120,34978619.364
2249,320.874,3990,1280287.26,0,0.0,0,0.0,162515,52146838.11000001,2290105,734835151.7700001
264,17.7912,6610,117599.832,0,0.0,0,0.0,0,0.0,177965,3166210.908
2123,26.1783,0,0.0,0,0.0,0,0.0,0,0.0,6000,157069.8
116,27.1629,0,0.0,0,0.0,0,0.0,0,0.0,24945,677578.5405
1159,18.1708,14050,255299.74,0,0.0,0,0.0,1045,18988.486,78295,1422682.786
1270,263.009,222800,58598405.2,0,0.0,0,0.0,36850,9691881.65,4104620,1079552001.5800002
2165,28.2044,65,1833.286,0,0.0,0,0.0,0,0.0,2125,59934.35
1152,171.372,1300,222783.6,0,0.0,0,0.0,2410,413006.52,53855,9229239.06
792,79.0312,0,0.0,0,0.0,0,0.0,405,32007.636,93415,7382699.5479999995
1979,51.6033,18825,971432.1224999999,0,0.0,0,0.0,45630,2354658.579,275680,14225997.743999999
2185,56.1164,0,0.0,0,0.0,0,0.0,0,0.0,6790,381030.35599999997

weighted_avg,NA,NA,64510876.32300001,NA,0.0,NA,0.0,NA,122449472.49300002,NA,3041559527.5665503
weighted_%,NA,NA,0.019981563934270186,NA,0.0,NA,0.0,NA,0.037927433369312445,NA,0.9420910026964174
weighted_total,3228519876.3825502
