Simpoints,Weight,ICACHE_HIT_BY_FDIP_ONPATH_val,ICACHE_HIT_BY_FDIP_ONPATH_w_val,ICACHE_HIT_BY_FDIP_OFFPATH_val,ICACHE_HIT_BY_FDIP_OFFPATH_w_val
2264,44.9546,32769,1473117.2874,14600,656337.16
812,334.908,267644,89636116.752,128893,43167296.844000004
1358,97.2156,63490,6172218.444,44310,4307623.236
1778,40.8635,1,40.8635,3,122.5905
828,45.4532,187,8499.7484,352,15999.5264
2213,8.07837,3,24.23511,40,323.1348
1726,65.5195,595,38984.10249999999,86,5634.677
2054,37.2896,1019,37998.1024,662,24685.7152
1903,16.1097,41,660.4977,44,708.8268
509,133.977,58761,7872622.497,12371,1657429.467
1751,10.0901,0,0.0,0,0.0
62,40.4224,26334,1064483.4816,9235,373300.864
2151,40.7196,44,1791.6624,259,10546.3764
239,98.774,1947,192312.978,392,38719.408
1893,44.3029,0,0.0,1,44.3029
1305,111.513,79054,8815548.702,56503,6300819.039
1673,34.2884,337,11555.1908,51,1748.7084000000002
492,45.4197,40454,1837408.5437999999,17196,781037.1612
2249,320.874,90842,29148835.908000004,84174,27009248.076
264,17.7912,35137,625129.3944,7319,130213.7928
2123,26.1783,72,1884.8376,24,628.2792
116,27.1629,771,20942.5959,11,298.7919
1159,18.1708,53,963.0524,357,6486.9756
1270,263.009,26898,7074416.082,25774,6778793.966
2165,28.2044,637,17966.2028,54,1523.0375999999999
1152,171.372,1639,280878.70800000004,1234,211473.048
792,79.0312,145241,11478570.519199999,8051,636280.1912
1979,51.6033,3040,156874.03199999998,1383,71367.3639
2185,56.1164,0,0.0,27,1515.1428

weighted_avg,NA,NA,165969844.42091003,NA,92190205.70260002
weighted_%,NA,NA,0.6428951510565094,NA,0.3571048489434906
weighted_total,258160050.12351006
