Simpoints,Weight,ICACHE_MISS_MSHR_HIT_ONPATH_BY_FDIP_val,ICACHE_MISS_MSHR_HIT_ONPATH_BY_FDIP_w_val,ICACHE_MISS_MSHR_HIT_OFFPATH_BY_FDIP_val,ICACHE_MISS_MSHR_HIT_OFFPATH_BY_FDIP_w_val
2264,44.9546,3516,158060.3736,1227,55159.2942
812,334.908,27889,9340249.212000001,1409,471885.37200000003
1358,97.2156,16171,1572073.4675999999,2294,223012.5864
1778,40.8635,4,163.454,0,0.0
828,45.4532,409,18590.3588,219,9954.2508
2213,8.07837,20,161.5674,33,266.58621
1726,65.5195,25,1637.9874999999997,4,262.078
2054,37.2896,289,10776.6944,160,5966.336
1903,16.1097,18,289.9746,14,225.5358
509,133.977,6863,919484.1510000001,571,76500.867
1751,10.0901,0,0.0,0,0.0
62,40.4224,1929,77974.80960000001,152,6144.2048
2151,40.7196,218,8876.8728,177,7207.3692
239,98.774,121,11951.654,11,1086.5140000000001
1893,44.3029,0,0.0,0,0.0
1305,111.513,21286,2373665.7180000003,3030,337884.39
1673,34.2884,107,3668.8588000000004,24,822.9216000000001
492,45.4197,6370,289323.489,758,34428.1326
2249,320.874,29602,9498512.148,4328,1388742.672
264,17.7912,1772,31526.0064,365,6493.788
2123,26.1783,52,1361.2716,2,52.3566
116,27.1629,312,8474.8248,34,923.5386
1159,18.1708,163,2961.8404,213,3870.3804
1270,263.009,13165,3462513.4850000003,6106,1605932.9540000001
2165,28.2044,4,112.8176,0,0.0
1152,171.372,465,79687.98000000001,125,21421.5
792,79.0312,1667,131745.0104,6,474.18719999999996
1979,51.6033,1287,66413.44709999999,125,6450.412499999999
2185,56.1164,7,392.8148,25,1402.9099999999999

weighted_avg,NA,NA,28070650.2892,NA,4266571.13791
weighted_%,NA,NA,0.86806005743174,NA,0.13193994256826
weighted_total,32337221.42711
