Simpoints,Weight,ICACHE_EVICT_MISS_BY_FDIP_ONPATH_val,ICACHE_EVICT_MISS_BY_FDIP_ONPATH_w_val,ICACHE_EVICT_MISS_BY_FDIP_OFFPATH_val,ICACHE_EVICT_MISS_BY_FDIP_OFFPATH_w_val
2264,44.9546,40,1798.184,5279,237315.3334
812,334.908,288,96453.504,60944,20410633.152000003
1358,97.2156,82,7971.6792,32644,3173506.0464
1778,40.8635,0,0.0,24,980.724
828,45.4532,3,136.3596,605,27499.186
2213,8.07837,0,0.0,7,56.54859
1726,65.5195,0,0.0,3,196.55849999999998
2054,37.2896,4,149.1584,399,14878.5504
1903,16.1097,1,16.1097,64,1031.0208
509,133.977,12,1607.7240000000002,4878,653539.806
1751,10.0901,0,0.0,0,0.0
62,40.4224,1,40.4224,978,39533.107200000006
2151,40.7196,0,0.0,458,18649.5768
239,98.774,11,1086.5140000000001,121,11951.654
1893,44.3029,0,0.0,0,0.0
1305,111.513,107,11931.891000000001,42480,4737072.24
1673,34.2884,0,0.0,68,2331.6112000000003
492,45.4197,36,1635.1091999999999,8769,398285.3493
2249,320.874,236,75726.26400000001,56854,18242970.396
264,17.7912,14,249.0768,4804,85468.9248
2123,26.1783,0,0.0,19,497.3877
116,27.1629,0,0.0,135,3666.9915
1159,18.1708,0,0.0,454,8249.5432
1270,263.009,132,34717.188,26783,7044170.047
2165,28.2044,0,0.0,0,0.0
1152,171.372,3,514.116,442,75746.424
792,79.0312,0,0.0,856,67650.7072
1979,51.6033,7,361.2231,506,26111.2698
2185,56.1164,0,0.0,58,3254.7511999999997

weighted_avg,NA,NA,234394.52340000003,NA,55285246.90699001
weighted_%,NA,NA,0.004221830641573607,NA,0.9957781693584263
weighted_total,55519641.43039001
