Simpoints,Weight,ICACHE_FILL_CORRECT_REQ_BY_ON_FDIP_HIT_BY_DEMAND_LOAD_val,ICACHE_FILL_CORRECT_REQ_BY_ON_FDIP_HIT_BY_DEMAND_LOAD_w_val,ICACHE_FILL_CORRECT_REQ_BY_OFF_FDIP_HIT_BY_DEMAND_LOAD_val,ICACHE_FILL_CORRECT_REQ_BY_OFF_FDIP_HIT_BY_DEMAND_LOAD_w_val
2264,44.9546,2858,128480.2468,0,0.0
812,334.908,23386,7832158.488000001,0,0.0
1358,97.2156,13015,1265261.034,0,0.0
1778,40.8635,3,122.5905,0,0.0
828,45.4532,296,13454.147200000001,0,0.0
2213,8.07837,9,72.70533,0,0.0
1726,65.5195,23,1506.9485,0,0.0
2054,37.2896,224,8352.8704,0,0.0
1903,16.1097,13,209.4261,0,0.0
509,133.977,6207,831595.2390000001,0,0.0
1751,10.0901,0,0.0,0,0.0
62,40.4224,1814,73326.2336,0,0.0
2151,40.7196,127,5171.3892,0,0.0
239,98.774,119,11754.106,0,0.0
1893,44.3029,0,0.0,0,0.0
1305,111.513,16806,1874087.4780000001,0,0.0
1673,34.2884,103,3531.7052000000003,0,0.0
492,45.4197,5299,240678.9903,0,0.0
2249,320.874,23519,7546635.606000001,0,0.0
264,17.7912,1646,29284.3152,0,0.0
2123,26.1783,39,1020.9537,0,0.0
116,27.1629,308,8366.1732,0,0.0
1159,18.1708,100,1817.08,0,0.0
1270,263.009,9484,2494377.356,1,263.009
2165,28.2044,4,112.8176,0,0.0
1152,171.372,399,68377.428,0,0.0
792,79.0312,1544,122024.1728,0,0.0
1979,51.6033,1078,55628.35739999999,0,0.0
2185,56.1164,5,280.582,0,0.0

weighted_avg,NA,NA,22617688.440029997,NA,263.009
weighted_%,NA,NA,0.9999883716701492,NA,1.162832985085745e-05
weighted_total,22617951.449029997
