Simpoints,Weight,FDIP_FTQ_OCCUPANCY_OPS_ACCUMULATED_val,FDIP_FTQ_OCCUPANCY_OPS_ACCUMULATED_w_val
2264,44.9546,780360483,35080793369.0718
812,334.908,703443624,235588897226.592
1358,97.2156,1144392073,111252762011.9388
1778,40.8635,2128189070,86965254061.945
828,45.4532,1898781984,86305717275.1488
2213,8.07837,872940928,7051939804.52736
1726,65.5195,592220889,38802016536.835495
2054,37.2896,551119176,20551013625.3696
1903,16.1097,752623711,12124542197.0967
509,133.977,2105792006,282127695587.862
1751,10.0901,703581330,7099205977.833
62,40.4224,784320675,31704124053.120003
2151,40.7196,1820911685,74146795448.526
239,98.774,524099612,51767415075.688
1893,44.3029,957864551,42436177416.4979
1305,111.513,1338490187,149259056222.931
1673,34.2884,882820802,30270512787.296803
492,45.4197,1605834555,72936523737.7335
2249,320.874,733859814,235476533957.436
264,17.7912,2819581931,50163746050.8072
2123,26.1783,1399047110,36624674959.713
116,27.1629,1090669810,29625754982.049
1159,18.1708,647636710,11768077130.068
1270,263.009,1107722317,291340938871.853
2165,28.2044,633936974,17879811989.4856
1152,171.372,723817436,124042041642.19202
792,79.0312,857206752,67746078258.6624
1979,51.6033,926300418,47800158360.1794
2185,56.1164,3006321103,168703917544.3892

weighted_avg,NA,NA,2456642176162.848
weighted_%,NA,NA,1.0
weighted_total,2456642176162.848
