Simpoints,Weight,DCACHE_MISS_val,DCACHE_MISS_w_val,DCACHE_ST_BUFFER_HIT_val,DCACHE_ST_BUFFER_HIT_w_val,DCACHE_HIT_val,DCACHE_HIT_w_val
2766,217.447,150459,32716858.173,6458,1404272.726,4568875,993488162.125
2298,16.1495,3161,51048.5695,266,4295.767,2212696,35733934.052
2235,73.9095,616830,45589596.885,43807,3237753.4664999996,3265459,241348441.96049997
562,151.883,122720,18639081.76,1132,171931.556,3476445,528012895.93500006
2322,74.3347,86884,6458496.0748,17,1263.6898999999999,3304526,245640948.8522
533,77.6496,702800,54572138.88,7786,604579.7856000001,3639124,282576522.9504
655,136.191,240584,32765375.544,3880,528421.08,4774345,650222819.895
414,208.958,292442,61108095.436,6633,1386018.4139999999,3912566,817561966.228
253,149.505,692039,103463290.695,9051,1353169.755,2962478,442905273.39
853,129.616,640086,82965386.97600001,1503,194812.84800000003,2794830,362254685.28000003
907,262.418,95736,25122849.648000002,926,242999.068,4141686,1086852956.7480001
1114,12.9007,642245,8285410.071500001,1938,25001.5566,6081832,78459890.08240001
939,1055.11,169110,178429652.1,6897,7277093.669999999,3781785,3990199171.3499994
2606,11.2554,5138085,57831201.909,17341,195179.8914,3282024,36940492.9296
2837,150.956,243134,36702536.103999995,6187,933964.7719999999,4413225,666202793.0999999
1793,150.359,955098,143607580.182,75881,11409391.279000001,3087991,464307238.76900005
1046,85.9267,724177,62226139.825899996,8580,737251.086,3181272,273356204.7624
554,46.3771,134431,6234519.9300999995,1780,82551.238,3431891,159161152.0961
1970,47.9169,52149408,2498837968.1952,4159,199286.3871,12331427,590883754.4162999

weighted_avg,NA,NA,3455607226.959,NA,29989238.036099996,NA,11946109304.921898
weighted_%,NA,NA,0.22392905090864668,NA,0.001943352114356785,NA,0.7741275969769965
weighted_total,15431705769.916998
