Simpoints,Weight,ICACHE_FILL_CORRECT_REQ_BY_ON_FDIP_HIT_BY_DEMAND_LOAD_val,ICACHE_FILL_CORRECT_REQ_BY_ON_FDIP_HIT_BY_DEMAND_LOAD_w_val,ICACHE_FILL_CORRECT_REQ_BY_OFF_FDIP_HIT_BY_DEMAND_LOAD_val,ICACHE_FILL_CORRECT_REQ_BY_OFF_FDIP_HIT_BY_DEMAND_LOAD_w_val
2766,217.447,4519,982642.993,0,0.0
2298,16.1495,0,0.0,0,0.0
2235,73.9095,18,1330.3709999999999,0,0.0
562,151.883,1588,241190.20400000003,0,0.0
2322,74.3347,23,1709.6981,0,0.0
533,77.6496,783,60799.63680000001,0,0.0
655,136.191,65,8852.415,0,0.0
414,208.958,7101,1483810.758,0,0.0
253,149.505,8980,1342554.9,0,0.0
853,129.616,52,6740.032000000001,0,0.0
907,262.418,1606,421443.308,0,0.0
1114,12.9007,19,245.1133,0,0.0
939,1055.11,14929,15751737.189999998,0,0.0
2606,11.2554,31,348.9174,0,0.0
2837,150.956,4990,753270.44,0,0.0
1793,150.359,20,3007.1800000000003,0,0.0
1046,85.9267,9847,846120.2149,0,0.0
554,46.3771,320,14840.671999999999,0,0.0
1970,47.9169,5257,251899.1433,0,0.0

weighted_avg,NA,NA,22172543.1868,NA,0.0
weighted_%,NA,NA,1.0,NA,0.0
weighted_total,22172543.1868
