Simpoints,Weight,ICACHE_MISS_MSHR_HIT_ONPATH_BY_FDIP_val,ICACHE_MISS_MSHR_HIT_ONPATH_BY_FDIP_w_val,ICACHE_MISS_MSHR_HIT_OFFPATH_BY_FDIP_val,ICACHE_MISS_MSHR_HIT_OFFPATH_BY_FDIP_w_val
2766,217.447,4655,1012215.785,363,78933.261
2298,16.1495,0,0.0,0,0.0
2235,73.9095,26,1921.647,41,3030.2895
562,151.883,1771,268984.793,684,103887.97200000001
2322,74.3347,26,1932.7022,16,1189.3552
533,77.6496,1086,84327.46560000001,897,69651.6912
655,136.191,83,11303.853000000001,156,21245.796000000002
414,208.958,8621,1801426.918,4790,1000908.82
253,149.505,9282,1387705.41,816,121996.08
853,129.616,66,8554.656,72,9332.352
907,262.418,1809,474714.162,528,138556.704
1114,12.9007,20,258.014,2,25.8014
939,1055.11,17351,18307213.61,5671,5983528.81
2606,11.2554,42,472.72679999999997,58,652.8131999999999
2837,150.956,5784,873129.504,766,115632.29599999999
1793,150.359,33,4961.847000000001,86,12930.874000000002
1046,85.9267,10093,867258.1831,707,60750.1769
554,46.3771,384,17808.8064,151,7002.9421
1970,47.9169,5405,258990.84449999998,295,14135.485499999999

weighted_avg,NA,NA,25383180.9276,NA,7743391.52
weighted_%,NA,NA,0.7662483333508594,NA,0.23375166664914057
weighted_total,33126572.4476
