Simpoints,Weight,ICACHE_FILL_CORRECT_REQ_CYCLE_DELTA_BY_ON_FDIP_HIT_BY_DEMAND_LOAD_val,ICACHE_FILL_CORRECT_REQ_CYCLE_DELTA_BY_ON_FDIP_HIT_BY_DEMAND_LOAD_w_val,ICACHE_FILL_CORRECT_REQ_CYCLE_DELTA_BY_OFF_FDIP_HIT_BY_DEMAND_LOAD_val,ICACHE_FILL_CORRECT_REQ_CYCLE_DELTA_BY_OFF_FDIP_HIT_BY_DEMAND_LOAD_w_val
2766,217.447,35278,7671095.266,0,0.0
2298,16.1495,0,0.0,0,0.0
2235,73.9095,3005,222098.0475,0,0.0
562,151.883,35140,5337168.62,0,0.0
2322,74.3347,1398,103919.9106,0,0.0
533,77.6496,79057,6138744.427200001,0,0.0
655,136.191,9908,1349380.428,0,0.0
414,208.958,301800,63063524.4,0,0.0
253,149.505,177787,26580045.435,0,0.0
853,129.616,6337,821376.5920000001,0,0.0
907,262.418,21936,5756401.248000001,0,0.0
1114,12.9007,2440,31477.708000000002,0,0.0
939,1055.11,379840,400772982.4,0,0.0
2606,11.2554,4513,50795.6202,0,0.0
2837,150.956,57084,8617172.304,0,0.0
1793,150.359,4500,676615.5,0,0.0
1046,85.9267,206935,17781241.664499998,0,0.0
554,46.3771,8843,410112.69529999996,0,0.0
1970,47.9169,593872,28456505.2368,0,0.0

weighted_avg,NA,NA,573840657.5030999,NA,0.0
weighted_%,NA,NA,1.0,NA,0.0
weighted_total,573840657.5030999
