Simpoints,Weight,ICACHE_MISS_NOT_PREFETCHED_val,ICACHE_MISS_NOT_PREFETCHED_w_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_w_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_w_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_OFFPATH_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_OFFPATH_w_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_w_val
2766,217.447,0,0.0,0,0.0,0,0.0,374,81325.178,4644,1009823.868
2298,16.1495,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2235,73.9095,0,0.0,0,0.0,0,0.0,40,2956.3799999999997,27,1995.5565
562,151.883,0,0.0,0,0.0,0,0.0,705,107077.51500000001,1750,265795.25
2322,74.3347,0,0.0,0,0.0,0,0.0,15,1115.0205,27,2007.0369
533,77.6496,0,0.0,0,0.0,0,0.0,930,72214.12800000001,1053,81765.0288
655,136.191,0,0.0,0,0.0,0,0.0,152,20701.032,87,11848.617
414,208.958,92,19224.136,0,0.0,0,0.0,4703,982729.474,8708,1819606.264
253,149.505,0,0.0,0,0.0,0,0.0,851,127228.75499999999,9247,1382472.7349999999
853,129.616,0,0.0,0,0.0,0,0.0,77,9980.432,61,7906.576000000001
907,262.418,0,0.0,0,0.0,0,0.0,571,149840.678,1766,463430.188
1114,12.9007,0,0.0,0,0.0,0,0.0,2,25.8014,20,258.014
939,1055.11,0,0.0,0,0.0,0,0.0,5674,5986694.14,17348,18304048.279999997
2606,11.2554,0,0.0,0,0.0,0,0.0,57,641.5578,43,483.9822
2837,150.956,0,0.0,0,0.0,0,0.0,857,129369.29199999999,5693,859392.5079999999
1793,150.359,41,6164.719,0,0.0,0,0.0,83,12479.797,36,5412.924
1046,85.9267,0,0.0,0,0.0,0,0.0,745,64015.3915,10055,863992.9685
554,46.3771,0,0.0,0,0.0,0,0.0,153,7095.6963,382,17716.0522
1970,47.9169,444,21275.1036,0,0.0,0,0.0,357,17106.3333,5343,256019.9967

weighted_avg,NA,NA,46663.9586,NA,0.0,NA,0.0,NA,7772596.6018,NA,25353975.8458
weighted_%,NA,NA,0.0014066748878104223,NA,0.0,NA,0.0,NA,0.23430323489170687,NA,0.7642900902204828
weighted_total,33173236.4062
