Simpoints,Weight,FDIP_PREF_MSHR_PROBE_HIT_ONPATH_val,FDIP_PREF_MSHR_PROBE_HIT_ONPATH_w_val,FDIP_PREF_MSHR_PROBE_HIT_OFFPATH_val,FDIP_PREF_MSHR_PROBE_HIT_OFFPATH_w_val
2766,217.447,27857,6057421.079,2490,541443.03
2298,16.1495,0,0.0,0,0.0
2235,73.9095,7,517.3665,45,3325.9275
562,151.883,3452,524300.116,1201,182411.483
2322,74.3347,12,892.0164,11,817.6817
533,77.6496,673,52258.1808,1622,125947.65120000001
655,136.191,37,5039.067,109,14844.819
414,208.958,16929,3537449.982,14036,2932934.488
253,149.505,25751,3849903.255,2473,369725.865
853,129.616,28,3629.2480000000005,91,11795.056
907,262.418,3542,929484.556,1070,280787.26
1114,12.9007,84,1083.6588000000002,0,0.0
939,1055.11,33168,34995888.48,19784,20874296.24
2606,11.2554,18,202.5972,76,855.4104
2837,150.956,25734,3884701.704,4628,698624.3679999999
1793,150.359,18,2706.462,135,20298.465
1046,85.9267,21426,1841065.4741999998,1707,146676.8769
554,46.3771,680,31536.428,370,17159.527
1970,47.9169,4621,221423.9949,230,11020.886999999999

weighted_avg,NA,NA,55939503.6658,NA,26232965.035699993
weighted_%,NA,NA,0.6807572481363076,NA,0.3192427518636924
weighted_total,82172468.7015
