Simpoints,Weight,FDIP_FTQ_OCCUPANCY_OPS_ACCUMULATED_val,FDIP_FTQ_OCCUPANCY_OPS_ACCUMULATED_w_val
2766,217.447,354488599,77082482386.753
2298,16.1495,261786407,4227719579.8465
2235,73.9095,1188137199,87814626309.4905
562,151.883,367297002,55786170554.76601
2322,74.3347,369756112,27485709658.686398
533,77.6496,817126392,63449537488.2432
655,136.191,483461960,65843167794.36
414,208.958,457126776,95520296859.408
253,149.505,500635141,74847456755.205
853,129.616,1137663216,147459355405.05603
907,262.418,514251282,134948792919.876
1114,12.9007,638049770,8231288667.839001
939,1055.11,466166208,491856627722.87994
2606,11.2554,3915763808,44073487964.5632
2837,150.956,476367804,71910578220.624
1793,150.359,1636762985,246102045661.61502
1046,85.9267,449197862,38598089928.7154
554,46.3771,351647059,16308370819.9489
1970,47.9169,5100894748,244419063550.4412

weighted_avg,NA,NA,1995964868248.3174
weighted_%,NA,NA,1.0
weighted_total,1995964868248.3174
