Simpoints,Weight,ICACHE_FIRST_MISS_AFTER_WARMUP_NO_PREF_DURING_WARMUP_val,ICACHE_FIRST_MISS_AFTER_WARMUP_NO_PREF_DURING_WARMUP_w_val,ICACHE_FIRST_MISS_AFTER_WARMUP_TRAINED_UNUSEFUL_DURING_WARMUP_val,ICACHE_FIRST_MISS_AFTER_WARMUP_TRAINED_UNUSEFUL_DURING_WARMUP_w_val,ICACHE_FIRST_MISS_AFTER_WARMUP_TRAINED_USEFUL_DURING_WARMUP_val,ICACHE_FIRST_MISS_AFTER_WARMUP_TRAINED_USEFUL_DURING_WARMUP_w_val
2766,217.447,0,0.0,0,0.0,5,1087.2350000000001
2298,16.1495,0,0.0,0,0.0,0,0.0
2235,73.9095,1,73.9095,0,0.0,0,0.0
562,151.883,0,0.0,0,0.0,17,2582.011
2322,74.3347,0,0.0,0,0.0,3,223.0041
533,77.6496,0,0.0,0,0.0,49,3804.8304000000003
655,136.191,2,272.382,0,0.0,0,0.0
414,208.958,0,0.0,0,0.0,143,29880.994
253,149.505,0,0.0,0,0.0,1,149.505
853,129.616,0,0.0,0,0.0,3,388.84800000000007
907,262.418,0,0.0,0,0.0,0,0.0
1114,12.9007,0,0.0,0,0.0,0,0.0
939,1055.11,0,0.0,0,0.0,81,85463.90999999999
2606,11.2554,4,45.0216,0,0.0,2,22.5108
2837,150.956,0,0.0,0,0.0,1,150.956
1793,150.359,1,150.359,0,0.0,1,150.359
1046,85.9267,0,0.0,0,0.0,17,1460.7539
554,46.3771,0,0.0,0,0.0,1,46.3771
1970,47.9169,0,0.0,0,0.0,0,0.0

weighted_avg,NA,NA,541.6721,NA,0.0,NA,125411.2943
weighted_%,NA,NA,0.004300590255887773,NA,0.0,NA,0.9956994097441123
weighted_total,125952.96639999999
