Simpoints,Weight,FDIP_PREFETCH_HIT_ICACHE_val,FDIP_PREFETCH_HIT_ICACHE_w_val,FDIP_PREFETCH_HIT_MLC_val,FDIP_PREFETCH_HIT_MLC_w_val,FDIP_PREFETCH_HIT_L1_val,FDIP_PREFETCH_HIT_L1_w_val,FDIP_PREFETCH_HIT_DRAM_val,FDIP_PREFETCH_HIT_DRAM_w_val
2766,217.447,1813805,394406455.835,140370,30523035.39,210,45663.87,44,9567.668
2298,16.1495,1303785,21055475.857499998,0,0.0,0,0.0,0,0.0
2235,73.9095,1822139,134673382.42049998,0,0.0,0,0.0,223,16481.818499999998
562,151.883,1859363,282405630.52900004,20493,3112538.319,2595,394136.385,1335,202763.80500000002
2322,74.3347,1670168,124151437.2296,12,892.0164,19,1412.3593,57,4237.0779
533,77.6496,2884227,223959072.85920003,1756,136352.6976,1397,108476.4912,5004,388558.5984
655,136.191,1319431,179694627.321,3,408.573,4,544.764,599,81578.409
414,208.958,2228919,465750456.402,110728,23137501.424,14569,3044309.102,19082,3987336.556
253,149.505,1625102,242960874.51,136170,20358095.849999998,21039,3145435.695,506,75649.53
853,129.616,2865193,371374855.888,1,129.616,1,129.616,369,47828.304000000004
907,262.418,2758983,724006800.894,17935,4706466.83,815,213870.67,350,91846.3
1114,12.9007,534937,6901061.7559,935,12062.1545,5,64.5035,18,232.2126
939,1055.11,2482580,2619394983.7999997,252949,266889019.39,21788,22988736.679999996,16346,17246828.06
2606,11.2554,1728605,19456140.717,0,0.0,2,22.5108,528,5942.8512
2837,150.956,1805722,272584570.232,180122,27190496.632,1005,151710.78,171,25813.476
1793,150.359,2371641,356597569.119,2,300.718,1,150.359,948,142540.332
1046,85.9267,1320176,113438367.0992,104433,8973583.0611,22233,1910408.3210999998,883,75873.2761
554,46.3771,1997766,92650593.5586,2585,119884.8035,922,42759.6862,579,26852.3409
1970,47.9169,1353454,64853319.9726,91,4360.4379,23,1102.0887,18551,888906.4119

weighted_avg,NA,NA,6710315676.000101,NA,385165127.9129999,NA,32048933.8818,NA,23318837.027499992
weighted_%,NA,NA,0.9383943186304653,NA,0.05386285611880209,NA,0.004481836462688062,NA,0.003260988788044521
weighted_total,7150848574.822401
