Simpoints,Weight,ICACHE_UNUSEFUL_CL_CYC_val,ICACHE_UNUSEFUL_CL_CYC_w_val
2766,217.447,97771428,21260103704.316
2298,16.1495,0,0.0
2235,73.9095,1606685237,118749302524.05148
562,151.883,394689005,59946550146.415
2322,74.3347,150674160,11200318481.352
533,77.6496,674323447,52360945930.1712
655,136.191,1530341588,208418751211.308
414,208.958,675912558,141237336294.564
253,149.505,125504910,18763611569.55
853,129.616,1263315781,163745938270.096
907,262.418,124353345,32632556088.21
1114,12.9007,43857151,565787947.9057
939,1055.11,508558514,536585173706.54
2606,11.2554,2787885780,31378769608.211998
2837,150.956,98110933,14810434001.947998
1793,150.359,2269738079,341275547820.361
1046,85.9267,100460178,8632211576.9526
554,46.3771,206337550,9569337190.105
1970,47.9169,479407173,22971705567.9237

weighted_avg,NA,NA,1794104381639.9814
weighted_%,NA,NA,1.0
weighted_total,1794104381639.9814
