Simpoints,Weight,INST_LOST_WAIT_FOR_ICACHE_MISS_NOT_PREFETCHED_val,INST_LOST_WAIT_FOR_ICACHE_MISS_NOT_PREFETCHED_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_OFFPATH_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_OFFPATH_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_ONPATH_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_ONPATH_w_val
2766,217.447,0,0.0,0,0.0,0,0.0,310,67408.57,157795,34312049.365
2298,16.1495,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2235,73.9095,0,0.0,0,0.0,0,0.0,100,7390.95,16515,1220615.3924999998
562,151.883,0,0.0,0,0.0,0,0.0,2340,355406.22000000003,197285,29964237.655
2322,74.3347,0,0.0,0,0.0,0,0.0,0,0.0,7385,548961.7594999999
533,77.6496,0,0.0,0,0.0,0,0.0,17425,1353044.28,493130,38291347.248
655,136.191,0,0.0,0,0.0,0,0.0,0,0.0,57085,7774463.235
414,208.958,2115,441946.17,0,0.0,0,0.0,15625,3264968.75,1786215,373243913.96999997
253,149.505,0,0.0,0,0.0,0,0.0,4765,712391.325,864495,129246324.975
853,129.616,0,0.0,0,0.0,0,0.0,2075,268953.2,35415,4590350.640000001
907,262.418,0,0.0,0,0.0,0,0.0,2230,585192.14,113505,29785755.09
1114,12.9007,0,0.0,0,0.0,0,0.0,0,0.0,12945,166999.5615
939,1055.11,0,0.0,0,0.0,0,0.0,23480,24773982.799999997,2183900,2304254729.0
2606,11.2554,0,0.0,0,0.0,0,0.0,0,0.0,33040,371878.41599999997
2837,150.956,0,0.0,0,0.0,0,0.0,3945,595521.4199999999,298030,44989416.68
1793,150.359,1005,151110.795,0,0.0,0,0.0,0,0.0,35860,5391873.74
1046,85.9267,0,0.0,0,0.0,0,0.0,4485,385381.2495,1005125,86367074.33749999
554,46.3771,0,0.0,0,0.0,0,0.0,1405,65159.8255,55540,2575784.134
1970,47.9169,26200,1255422.78,0,0.0,0,0.0,36130,1731237.5969999998,3105680,148814557.99199998

weighted_avg,NA,NA,1848479.745,NA,0.0,NA,0.0,NA,34166038.32699999,NA,3241910333.1909995
weighted_%,NA,NA,0.0005639176701344365,NA,0.0,NA,0.0,NA,0.01042306943486995,NA,0.9890130128949957
weighted_total,3277924851.2629995
